path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001071\negative\01\results\unit-test-coreid-DDF00192-negative-1.json,# Masked Roles,0
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001071\negative\01\results\unit-test-coreid-DDF00192-negative-1.json,Applicable Roles,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001071\negative\01\results\unit-test-coreid-DDF00192-negative-1.json,blindingSchema.code,C15228
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001071\negative\01\results\unit-test-coreid-DDF00192-negative-1.json,blindingSchema.decode,Double Blind Study
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001071\negative\01\results\unit-test-coreid-DDF00192-negative-1.json,name,Study Design 1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001071\negative\01\results\unit-test-coreid-DDF00192-negative-1.json,# Masked Roles,1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001071\negative\01\results\unit-test-coreid-DDF00192-negative-1.json,Applicable Roles,"Sponsor[StudyRole_1,Masked]; Investigator[StudyRole_3,Not Masked]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001071\negative\01\results\unit-test-coreid-DDF00192-negative-1.json,blindingSchema.code,C15228
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001071\negative\01\results\unit-test-coreid-DDF00192-negative-1.json,blindingSchema.decode,Double Blind Study
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001071\negative\01\results\unit-test-coreid-DDF00192-negative-1.json,name,Study Design 2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001071\negative\01\results\unit-test-coreid-DDF00192-negative-1.json,# Masked Roles,0
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001071\negative\01\results\unit-test-coreid-DDF00192-negative-1.json,Applicable Roles,"Investigator[StudyRole_3,Not Masked]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001071\negative\01\results\unit-test-coreid-DDF00192-negative-1.json,blindingSchema.code,C15228
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001071\negative\01\results\unit-test-coreid-DDF00192-negative-1.json,blindingSchema.decode,Double Blind Study
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001071\negative\01\results\unit-test-coreid-DDF00192-negative-1.json,name,Study Design 3
