path,attribute,value
/Activity/0,parent_entity,StudyDesign
/Activity/0,parent_id,StudyDesign_1
/Activity/0,parent_rel,activities
/Activity/0,id,Activity_1
/Activity/0,name,Activity 1
/Activity/0,definedProcedures,False
/Activity/0,biomedicalConceptIds,False
/Activity/0,bcCategoryIds,Not in dataset
/Activity/0,bcSurrogateIds,Not in dataset
/Activity/1,parent_entity,StudyDesign
/Activity/1,parent_id,StudyDesign_1
/Activity/1,parent_rel,activities
/Activity/1,id,Activity_2
/Activity/1,name,Activity 2
/Activity/1,definedProcedures,False
/Activity/1,biomedicalConceptIds,
/Activity/1,bcCategoryIds,Not in dataset
/Activity/1,bcSurrogateIds,Not in dataset
/Activity/2,parent_entity,StudyDesign
/Activity/2,parent_id,StudyDesign_1
/Activity/2,parent_rel,activities
/Activity/2,id,Activity_3
/Activity/2,name,Activity 3
/Activity/2,definedProcedures,
/Activity/2,biomedicalConceptIds,False
/Activity/2,bcCategoryIds,Not in dataset
/Activity/2,bcSurrogateIds,Not in dataset
/Activity/3,parent_entity,StudyDesign
/Activity/3,parent_id,StudyDesign_1
/Activity/3,parent_rel,activities
/Activity/3,id,Activity_4
/Activity/3,name,Activity 4
/Activity/3,definedProcedures,
/Activity/3,biomedicalConceptIds,
/Activity/3,bcCategoryIds,Not in dataset
/Activity/3,bcSurrogateIds,Not in dataset
