path,attribute,value
/Timing/3,id,Timing_2
/Timing/3,name,TIM2
/Timing/3,parent_entity,ScheduleTimeline
/Timing/3,parent_id,ScheduleTimeline_4
/Timing/3,parent_rel,timings
/Timing/3,relativeFromScheduledInstanceId,
/Timing/3,relativeToScheduledInstanceId,ScheduledActivityInstance_11
/Timing/3,type.code,C201357
/Timing/3,type.decode,Before
/Timing/4,id,Timing_3
/Timing/4,name,TIM3
/Timing/4,parent_entity,ScheduleTimeline
/Timing/4,parent_id,ScheduleTimeline_4
/Timing/4,parent_rel,timings
/Timing/4,relativeFromScheduledInstanceId,ScheduledActivityInstance_11
/Timing/4,relativeToScheduledInstanceId,ScheduledActivityInstance_11
/Timing/4,type.code,C0060X
/Timing/4,type.decode,Fixed Ref
/Timing/5,id,Timing_4
/Timing/5,name,TIM4
/Timing/5,parent_entity,ScheduleTimeline
/Timing/5,parent_id,ScheduleTimeline_4
/Timing/5,parent_rel,timings
/Timing/5,relativeFromScheduledInstanceId,ScheduledActivityInstance_12
/Timing/5,relativeToScheduledInstanceId,
/Timing/5,type.code,C201356
/Timing/5,type.decode,After
/Timing/6,id,Timing_5
/Timing/6,name,TIM5
/Timing/6,parent_entity,ScheduleTimeline
/Timing/6,parent_id,ScheduleTimeline_4
/Timing/6,parent_rel,timings
/Timing/6,relativeFromScheduledInstanceId,
/Timing/6,relativeToScheduledInstanceId,
/Timing/6,type.code,C201356
/Timing/6,type.decode,After
