Dataset,Record,Variable,Value
IQ,1,$in_igdcmpid,['Cellulose Filter B']
IQ,1,IGDCMPID,Methylcellulose
IQ,1,IQCAT,NON-TOBACCO INGREDIENT
IQ,1,SPTOBID,CIG01A
IQ,2,$in_igdcmpid,['Cellulose Filter B']
IQ,2,IGDCMPID,"1,3-Butanediol"
IQ,2,IQCAT,NON-TOBACCO INGREDIENT
IQ,2,SPTOBID,CIG01A
IQ,3,$in_igdcmpid,"['COcoa Extract', 'Cellulose Acetate']"
IQ,3,IGDCMPID,Cocoa Extract
IQ,3,IQCAT,NON-TOBACCO INGREDIENT
IQ,3,SPTOBID,CIG02A
IQ,4,$in_igdcmpid,['Cellulose Filter B']
IQ,4,IGDCMPID,Butyric Acid
IQ,4,IQCAT,NON-TOBACCO INGREDIENT
IQ,4,SPTOBID,CIG01A
IQ,5,$in_igdcmpid,['Cellulose Filter B']
IQ,5,IGDCMPID,Cellulose Filter A
IQ,5,IQCAT,NON-TOBACCO INGREDIENT
IQ,5,SPTOBID,CIG01A
IQ,6,$in_igdcmpid,['Cellulose Filter B']
IQ,6,IGDCMPID,Cellulose Acetate
IQ,6,IQCAT,NON-TOBACCO INGREDIENT
IQ,6,SPTOBID,CIG01A
IQ,7,$in_igdcmpid,['Cellulose Filter B']
IQ,7,IGDCMPID,Triacetin
IQ,7,IQCAT,NON-TOBACCO INGREDIENT
IQ,7,SPTOBID,CIG01A
