dataset,variable,label,type,length
apmh,STUDYID,Study Identifier,Char,50
apmh,DOMAIN,Domain Abbreviation,Char,50
apmh,APID,Associated Persons Identifier,Char,50
apmh,RSUBJID,Related Subject or Pool Identifier,Char,50
apmh,RDEVID,Related Device Identifier,Char,50
apmh,SREL,"Subject, Device, or Study Relationship",Char,50
apxx,STUDYID,Study Identifier,Char,50
apxx,DOMAIN,Domain Abbreviation,Char,50
apxx,APID,Associated Persons Identifier,Char,50
apxx,RSUBJID,Related Subject or Pool Identifier,Char,50
apxx,RDEVID,Related Device Identifier,Char,50
apxx,SREL,"Subject, Device, or Study Relationship",Char,50
