path,attribute,value
/Code/0,parent_entity,StudyVersion
/Code/0,parent_id,StudyVersion_1
/Code/0,parent_rel,studyType
/Code/0,id,Code_1
/Code/0,code,C98388
/Code/0,codeSystem,http://www.cdisc.org
/Code/0,codeSystemVersion,2014-09-25
/Code/0,decode,Interventional Study
/Code/1,parent_entity,AliasCode
/Code/1,parent_id,AliasCode_1
/Code/1,parent_rel,standardCode
/Code/1,id,Code_2
/Code/1,code,C15601
/Code/1,codeSystem,http://www.cdisc.org
/Code/1,codeSystemVersion,P2
/Code/1,decode,Phase II Trial
/Code/2,parent_entity,GovernanceDate
/Code/2,parent_id,GovernanceDate_1
/Code/2,parent_rel,type
/Code/2,id,Code_9
/Code/2,code,C132352
/Code/2,codeSystem,http://www.cdisc.org
/Code/2,codeSystemVersion,XXXX-XX-XX
/Code/2,decode,Sponsor Approval Date
/Code/3,parent_entity,GeographicScope
/Code/3,parent_id,GeographicScope_1
/Code/3,parent_rel,type
/Code/3,id,Code_10
/Code/3,code,C68846
/Code/3,codeSystem,http://www.cdisc.org
/Code/3,codeSystemVersion,The most recent version
/Code/3,decode,Global
/Code/4,parent_entity,StudyAmendmentReason
/Code/4,parent_id,StudyAmendmentReason_1
/Code/4,parent_rel,code
/Code/4,id,Code_72
/Code/4,code,C99904x3
/Code/4,codeSystem,http://www.cdisc.org
/Code/4,codeSystemVersion,2015-SEP-25
/Code/4,decode,IRB/IEC Feedback
/Code/5,parent_entity,StudyAmendmentReason
/Code/5,parent_id,StudyAmendmentReason_2
/Code/5,parent_rel,code
/Code/5,id,Code_73
/Code/5,code,C17649
/Code/5,codeSystem,http://www.cdisc.org
/Code/5,codeSystemVersion,2015.12.18
/Code/5,decode,Other
/Code/6,parent_entity,SubjectEnrollment
/Code/6,parent_id,SubjectEnrollment_1
/Code/6,parent_rel,type
/Code/6,id,Code_75
/Code/6,code,C41129
/Code/6,codeSystem,http://www.cdisc.org
/Code/6,codeSystemVersion,25-03-2016
/Code/6,decode,Region
/Code/7,parent_entity,Organization
/Code/7,parent_id,Organization_1
/Code/7,parent_rel,organizationType
/Code/7,id,Code_76
/Code/7,code,C70793
/Code/7,codeSystem,http://www.cdisc.org
/Code/7,codeSystemVersion,
/Code/7,decode,Clinical Study Sponsor
/Code/8,parent_entity,Organization
/Code/8,parent_id,Organization_2
/Code/8,parent_rel,organizationType
/Code/8,id,Code_78
/Code/8,code,C93453
/Code/8,codeSystem,http://www.cdisc.org
/Code/8,codeSystemVersion,.
/Code/8,decode,Study Registry
