path,attribute,value
/ScheduledActivityInstance/1,$study_design_id_for_scheduled_instance,['StudyDesign_1']
/ScheduledActivityInstance/1,$study_design_id_for_subtimeline,['StudyDesign_2']
/ScheduledActivityInstance/1,id,ScheduledActivityInstance_11
/ScheduledActivityInstance/1,name,DOSE-1
/ScheduledActivityInstance/1,parent_entity,ScheduleTimeline
/ScheduledActivityInstance/1,parent_id,ScheduleTimeline_4
/ScheduledActivityInstance/1,parent_rel,instances
/ScheduledActivityInstance/1,timelineId,ScheduleTimeline_14
/ScheduledActivityInstance/11,$study_design_id_for_scheduled_instance,['StudyDesign_2']
/ScheduledActivityInstance/11,$study_design_id_for_subtimeline,['StudyDesign_1']
/ScheduledActivityInstance/11,id,ScheduledActivityInstance_31
/ScheduledActivityInstance/11,name,DOSE-2
/ScheduledActivityInstance/11,parent_entity,ScheduleTimeline
/ScheduledActivityInstance/11,parent_id,ScheduleTimeline_5
/ScheduledActivityInstance/11,parent_rel,instances
/ScheduledActivityInstance/11,timelineId,ScheduleTimeline_15
