dataset,variable,label,type,length
Range.xpt,parent_entity,Parent Entity Name,String,[1]
Range.xpt,parent_id,Parent Entity Id,String,[1]
Range.xpt,parent_rel,Name of Relationship from Parent Entity,String,[1]
Range.xpt,rel_type,Type of Relationship,String,[1]
Range.xpt,id,(Range Id),String,[1]
Range.xpt,minValue,Minimum Value,Float,[1]
Range.xpt,maxValue,Maximum Value,Float,[1]
Range.xpt,isApproximate,Value Range is Approximate Indicator,Boolean,[1]
Range.xpt,instanceType,Instance Type,String,[1]
Range.xpt,unit,Unit of Measure [Exists],Boolean,Code[0..1]
Range.xpt,unit.id,Unit of Measure / (Code Id),String,Code[0..1].id[1]
Range.xpt,unit.code,Unit of Measure / Code Value,String,Code[0..1].code[1]
Range.xpt,unit.codeSystem,Unit of Measure / Code System Name,String,Code[0..1].codeSystem[1]
Range.xpt,unit.codeSystemVersion,Unit of Measure / Code System Version,String,Code[0..1].codeSystemVersion[1]
Range.xpt,unit.decode,Unit of Measure / Decode,String,Code[0..1].decode[1]
