path,attribute,value
/study/versions/0/amendments/0/enrollments/0,StudyAmendment.id,StudyAmendment_1
/study/versions/0/amendments/0/enrollments/0,StudyAmendment.name,AMEND_1
/study/versions/0/amendments/0/enrollments/0,name,XXX
/study/versions/0/amendments/0/enrollments/0,forGeographicScope,
/study/versions/0/amendments/0/enrollments/0,forStudySiteId,
/study/versions/0/amendments/0/enrollments/0,forStudyCohortId,
/study/versions/0/amendments/0/enrollments/1,StudyAmendment.id,StudyAmendment_1
/study/versions/0/amendments/0/enrollments/1,StudyAmendment.name,AMEND_1
/study/versions/0/amendments/0/enrollments/1,name,ENR_2
/study/versions/0/amendments/0/enrollments/1,forGeographicScope,
/study/versions/0/amendments/0/enrollments/1,forStudySiteId,
/study/versions/0/amendments/0/enrollments/1,forStudyCohortId,
/study/versions/0/amendments/0/enrollments/2,StudyAmendment.id,StudyAmendment_1
/study/versions/0/amendments/0/enrollments/2,StudyAmendment.name,AMEND_1
/study/versions/0/amendments/0/enrollments/2,name,ENR_3
/study/versions/0/amendments/0/enrollments/2,forGeographicScope,
/study/versions/0/amendments/0/enrollments/2,forStudySiteId,
/study/versions/0/amendments/0/enrollments/2,forStudyCohortId,
/study/versions/0/amendments/1/enrollments/0,StudyAmendment.id,StudyAmendment_2
/study/versions/0/amendments/1/enrollments/0,StudyAmendment.name,AMEND_2
/study/versions/0/amendments/1/enrollments/0,name,XXX
/study/versions/0/amendments/1/enrollments/0,forGeographicScope,GeographicScope_8: Region
/study/versions/0/amendments/1/enrollments/0,forStudySiteId,StudySite_1: SITE_1
/study/versions/0/amendments/1/enrollments/0,forStudyCohortId,
/study/versions/0/amendments/1/enrollments/1,StudyAmendment.id,StudyAmendment_2
/study/versions/0/amendments/1/enrollments/1,StudyAmendment.name,AMEND_2
/study/versions/0/amendments/1/enrollments/1,name,ENR_2
/study/versions/0/amendments/1/enrollments/1,forGeographicScope,
/study/versions/0/amendments/1/enrollments/1,forStudySiteId,StudySite_1: SITE_1
/study/versions/0/amendments/1/enrollments/1,forStudyCohortId,StudyCohort_2: COHORT2
/study/versions/0/amendments/1/enrollments/2,StudyAmendment.id,StudyAmendment_2
/study/versions/0/amendments/1/enrollments/2,StudyAmendment.name,AMEND_2
/study/versions/0/amendments/1/enrollments/2,name,ENR_3
/study/versions/0/amendments/1/enrollments/2,forGeographicScope,GeographicScope_13: Region
/study/versions/0/amendments/1/enrollments/2,forStudySiteId,
/study/versions/0/amendments/1/enrollments/2,forStudyCohortId,StudyCohort_2: COHORT2
/study/versions/0/amendments/2/enrollments/0,StudyAmendment.id,StudyAmendment_3
/study/versions/0/amendments/2/enrollments/0,StudyAmendment.name,AMEND_3
/study/versions/0/amendments/2/enrollments/0,name,XXX
/study/versions/0/amendments/2/enrollments/0,forGeographicScope,GeographicScope_11: Region
/study/versions/0/amendments/2/enrollments/0,forStudySiteId,StudySite_xx: Invalid forStudySiteId
/study/versions/0/amendments/2/enrollments/0,forStudyCohortId,
/study/versions/0/amendments/2/enrollments/1,StudyAmendment.id,StudyAmendment_3
/study/versions/0/amendments/2/enrollments/1,StudyAmendment.name,AMEND_3
/study/versions/0/amendments/2/enrollments/1,name,ENR_2
/study/versions/0/amendments/2/enrollments/1,forGeographicScope,
/study/versions/0/amendments/2/enrollments/1,forStudySiteId,StudySite_xxx: Invalid forStudySiteId
/study/versions/0/amendments/2/enrollments/1,forStudyCohortId,
/study/versions/0/amendments/2/enrollments/2,StudyAmendment.id,StudyAmendment_3
/study/versions/0/amendments/2/enrollments/2,StudyAmendment.name,AMEND_3
/study/versions/0/amendments/2/enrollments/2,name,ENR_3
/study/versions/0/amendments/2/enrollments/2,forGeographicScope,
/study/versions/0/amendments/2/enrollments/2,forStudySiteId,
/study/versions/0/amendments/2/enrollments/2,forStudyCohortId,StudyCohort_xx: Invalid forStudyCohortId
