Dataset,Record,Variable,Value
CM.csv,0,CMPRESP,Not in dataset
CM.csv,0,CMREASND,
CM.csv,1,CMPRESP,Not in dataset
CM.csv,1,CMREASND,
CM.csv,2,CMPRESP,Not in dataset
CM.csv,2,CMREASND,
CM.csv,3,CMPRESP,Not in dataset
CM.csv,3,CMREASND,
CM.csv,4,CMPRESP,Not in dataset
CM.csv,4,CMREASND,
CM.csv,5,CMPRESP,Not in dataset
CM.csv,5,CMREASND,
CM.csv,6,CMPRESP,Not in dataset
CM.csv,6,CMREASND,
CM.csv,7,CMPRESP,Not in dataset
CM.csv,7,CMREASND,
CM.csv,8,CMPRESP,Not in dataset
CM.csv,8,CMREASND,
CM.csv,9,CMPRESP,Not in dataset
CM.csv,9,CMREASND,
