path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,bcCategoryIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,bcSurrogateIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,biomedicalConceptIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,childIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,definedProcedures,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,id,Activity_864
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,name,A864
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,parent_entity,InterventionalStudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,parent_id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,timelineId,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,bcCategoryIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,bcSurrogateIds,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,biomedicalConceptIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,childIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,definedProcedures,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,id,Activity_880
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,name,A880
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,parent_entity,InterventionalStudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,parent_id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,timelineId,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,bcCategoryIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,bcSurrogateIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,biomedicalConceptIds,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,childIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,definedProcedures,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,id,Activity_928
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,name,A928
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,parent_entity,InterventionalStudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,parent_id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,timelineId,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,bcCategoryIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,bcSurrogateIds,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,biomedicalConceptIds,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,childIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,definedProcedures,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,id,Activity_944
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,name,A944
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,parent_entity,InterventionalStudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,parent_id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\52\results\unit-test-coreid-DDF00263-negative-52.json,timelineId,Not in dataset
