Dataset,Record,Variable,Value
TS,1,$STYPE_INTERVENTIONAL,0
TS,1,TSVAL,NonEmpty
TS,1,TSPARMCD,INTMODEL
TS,2,$STYPE_INTERVENTIONAL,0
TS,2,TSVAL,N
TS,2,TSPARMCD,INTTYPE
TS,3,$STYPE_INTERVENTIONAL,0
TS,3,TSVAL,asdf
TS,3,TSPARMCD,PCLASS
TS,4,$STYPE_INTERVENTIONAL,0
TS,4,TSVAL,NOT
TS,4,TSPARMCD,STYPE
TS,5,$STYPE_INTERVENTIONAL,0
TS,5,TSVAL,46
TS,5,TSPARMCD,AGE
TS,6,$STYPE_INTERVENTIONAL,0
TS,6,TSVAL,44532
TS,6,TSPARMCD,DCUTDTC
TS,7,$STYPE_INTERVENTIONAL,0
TS,7,TSVAL,25
TS,7,TSPARMCD,DOSE
TS,8,$STYPE_INTERVENTIONAL,0
TS,8,TSVAL,50
TS,8,TSPARMCD,DOSE
TS,9,$STYPE_INTERVENTIONAL,0
TS,9,TSVAL,10
TS,9,TSPARMCD,DOSE
TS,10,$STYPE_INTERVENTIONAL,0
TS,10,TSVAL,20
TS,10,TSPARMCD,DOSE
TS,11,$STYPE_INTERVENTIONAL,0
TS,11,TSVAL,CAPSULE
TS,11,TSPARMCD,DOSFRM
