path,attribute,value
,parent_entity,StudyDesign
,bcCategoryIds,False
,biomedicalConceptIds,False
,name,Activity 1
,parent_id,StudyDesign_1
,id,Activity_1
,parent_rel,activities
,bcSurrogateIds,Not in dataset
,definedProcedures,Not in dataset
,parent_entity,StudyDesign
,bcCategoryIds,
,biomedicalConceptIds,False
,name,Activity 2
,parent_id,StudyDesign_1
,id,Activity_2
,parent_rel,activities
,bcSurrogateIds,Not in dataset
,definedProcedures,Not in dataset
,parent_entity,StudyDesign
,bcCategoryIds,False
,biomedicalConceptIds,
,name,Activity 3
,parent_id,StudyDesign_1
,id,Activity_3
,parent_rel,activities
,bcSurrogateIds,Not in dataset
,definedProcedures,Not in dataset
,parent_entity,StudyDesign
,bcCategoryIds,
,biomedicalConceptIds,
,name,Activity 4
,parent_id,StudyDesign_1
,id,Activity_4
,parent_rel,activities
,bcSurrogateIds,Not in dataset
,definedProcedures,Not in dataset
