path,attribute,value
/ReferenceIdentifier/0,parent_entity,StudyVersion
/ReferenceIdentifier/0,parent_id,StudyVersion_1
/ReferenceIdentifier/0,parent_rel,referenceIdentifiers
/ReferenceIdentifier/0,id,ReferenceIdentifier_1
/ReferenceIdentifier/0,name,Not in dataset
/ReferenceIdentifier/0,$codelist_code,C215478
/ReferenceIdentifier/0,$codelist_extensible,
/ReferenceIdentifier/0,type.code,C142424
/ReferenceIdentifier/0,$code_for_decode_value,
/ReferenceIdentifier/0,$code_for_decode_pref_term,
/ReferenceIdentifier/0,type.codeSystem,http://www.cdisc.org
/ReferenceIdentifier/0,type.codeSystemVersion,2024-09-27
/ReferenceIdentifier/0,type.decode,Clinical Development Plan
/ReferenceIdentifier/0,$value_for_code,
/ReferenceIdentifier/0,$pref_term_for_code,
/ReferenceIdentifier/1,parent_entity,StudyVersion
/ReferenceIdentifier/1,parent_id,StudyVersion_1
/ReferenceIdentifier/1,parent_rel,referenceIdentifiers
/ReferenceIdentifier/1,id,ReferenceIdentifier_2
/ReferenceIdentifier/1,name,Not in dataset
/ReferenceIdentifier/1,$codelist_code,C215478
/ReferenceIdentifier/1,$codelist_extensible,True
/ReferenceIdentifier/1,type.code,C215674
/ReferenceIdentifier/1,$code_for_decode_value,C142424
/ReferenceIdentifier/1,$code_for_decode_pref_term,C142424
/ReferenceIdentifier/1,type.codeSystem,http://www.cdisc.org
/ReferenceIdentifier/1,type.codeSystemVersion,2025-09-26
/ReferenceIdentifier/1,type.decode,Clinical Development Plan
/ReferenceIdentifier/1,$value_for_code,Pediatric Investigation Plan
/ReferenceIdentifier/1,$pref_term_for_code,Pediatric Investigation Clinical Development Plan
/ReferenceIdentifier/2,parent_entity,StudyVersion
/ReferenceIdentifier/2,parent_id,StudyVersion_1
/ReferenceIdentifier/2,parent_rel,referenceIdentifiers
/ReferenceIdentifier/2,id,ReferenceIdentifier_3
/ReferenceIdentifier/2,name,Not in dataset
/ReferenceIdentifier/2,$codelist_code,C215478
/ReferenceIdentifier/2,$codelist_extensible,True
/ReferenceIdentifier/2,type.code,C215674
/ReferenceIdentifier/2,$code_for_decode_value,
/ReferenceIdentifier/2,$code_for_decode_pref_term,
/ReferenceIdentifier/2,type.codeSystem,http://www.cdisc.org
/ReferenceIdentifier/2,type.codeSystemVersion,2025-09-26
/ReferenceIdentifier/2,type.decode,PIP
/ReferenceIdentifier/2,$value_for_code,Pediatric Investigation Plan
/ReferenceIdentifier/2,$pref_term_for_code,Pediatric Investigation Clinical Development Plan
/ReferenceIdentifier/3,parent_entity,StudyVersion
/ReferenceIdentifier/3,parent_id,StudyVersion_1
/ReferenceIdentifier/3,parent_rel,referenceIdentifiers
/ReferenceIdentifier/3,id,ReferenceIdentifier_4
/ReferenceIdentifier/3,name,Not in dataset
/ReferenceIdentifier/3,$codelist_code,C215478
/ReferenceIdentifier/3,$codelist_extensible,True
/ReferenceIdentifier/3,type.code,C215674xx
/ReferenceIdentifier/3,$code_for_decode_value,C215674
/ReferenceIdentifier/3,$code_for_decode_pref_term,
/ReferenceIdentifier/3,type.codeSystem,http://www.cdisc.org
/ReferenceIdentifier/3,type.codeSystemVersion,2025-09-26
/ReferenceIdentifier/3,type.decode,Pediatric Investigation Plan
/ReferenceIdentifier/3,$value_for_code,
/ReferenceIdentifier/3,$pref_term_for_code,
/ReferenceIdentifier/4,parent_entity,StudyVersion
/ReferenceIdentifier/4,parent_id,StudyVersion_1
/ReferenceIdentifier/4,parent_rel,referenceIdentifiers
/ReferenceIdentifier/4,id,ReferenceIdentifier_5
/ReferenceIdentifier/4,name,Not in dataset
/ReferenceIdentifier/4,$codelist_code,C215478
/ReferenceIdentifier/4,$codelist_extensible,True
/ReferenceIdentifier/4,type.code,C215674
/ReferenceIdentifier/4,$code_for_decode_value,C215674
/ReferenceIdentifier/4,$code_for_decode_pref_term,
/ReferenceIdentifier/4,type.codeSystem,CDISC Reference Identifier Type Value Set Terminology
/ReferenceIdentifier/4,type.codeSystemVersion,2025-09-26
/ReferenceIdentifier/4,type.decode,Pediatric Investigation Plan
/ReferenceIdentifier/4,$value_for_code,Pediatric Investigation Plan
/ReferenceIdentifier/4,$pref_term_for_code,Pediatric Investigation Clinical Development Plan
/ReferenceIdentifier/5,parent_entity,StudyVersion
/ReferenceIdentifier/5,parent_id,StudyVersion_1
/ReferenceIdentifier/5,parent_rel,referenceIdentifiers
/ReferenceIdentifier/5,id,ReferenceIdentifier_6
/ReferenceIdentifier/5,name,Not in dataset
/ReferenceIdentifier/5,$codelist_code,C215478
/ReferenceIdentifier/5,$codelist_extensible,
/ReferenceIdentifier/5,type.code,C142424
/ReferenceIdentifier/5,$code_for_decode_value,
/ReferenceIdentifier/5,$code_for_decode_pref_term,
/ReferenceIdentifier/5,type.codeSystem,http://www.cdisc.org
/ReferenceIdentifier/5,type.codeSystemVersion,P63
/ReferenceIdentifier/5,type.decode,Clinical Development Plan
/ReferenceIdentifier/5,$value_for_code,
/ReferenceIdentifier/5,$pref_term_for_code,
