Dataset,Record,Variable,Value
AG,0,AGOCCUR,
AG,0,AGPRESP,Y
AG,0,AGSTAT,
AG,1,AGOCCUR,
AG,1,AGPRESP,Y
AG,1,AGSTAT,
AG,2,AGOCCUR,
AG,2,AGPRESP,Y
AG,2,AGSTAT,
BE,0,BEOCCUR,
BE,0,BEPRESP,Y
BE,0,BESTAT,
BE,1,BEOCCUR,
BE,1,BEPRESP,Y
BE,1,BESTAT,
BE,2,BEOCCUR,
BE,2,BEPRESP,Y
BE,2,BESTAT,
BE,3,BEOCCUR,
BE,3,BEPRESP,Y
BE,3,BESTAT,
CE,0,CEOCCUR,
CE,0,CEPRESP,Y
CE,0,CESTAT,
CE,1,CEOCCUR,
CE,1,CEPRESP,Y
CE,1,CESTAT,
CE,2,CEOCCUR,
CE,2,CEPRESP,Y
CE,2,CESTAT,
CE,3,CEOCCUR,
CE,3,CEPRESP,Y
CE,3,CESTAT,
EC,,,
HO,0,HOOCCUR,
HO,0,HOPRESP,Y
HO,0,HOSTAT,
HO,1,HOOCCUR,
HO,1,HOPRESP,Y
HO,1,HOSTAT,
HO,2,HOOCCUR,
HO,2,HOPRESP,Y
HO,2,HOSTAT,
HO,3,HOOCCUR,
HO,3,HOPRESP,Y
HO,3,HOSTAT,
MH,0,MHOCCUR,
MH,0,MHPRESP,Y
MH,0,MHSTAT,
MH,1,MHOCCUR,
MH,1,MHPRESP,Y
MH,1,MHSTAT,
MH,2,MHOCCUR,
MH,2,MHPRESP,Y
MH,2,MHSTAT,
MH,3,MHOCCUR,
MH,3,MHPRESP,Y
MH,3,MHSTAT,
ML,0,MLOCCUR,
ML,0,MLPRESP,Y
ML,0,MLSTAT,
ML,1,MLOCCUR,
ML,1,MLPRESP,Y
ML,1,MLSTAT,
ML,2,MLOCCUR,
ML,2,MLPRESP,Y
ML,2,MLSTAT,
PR,0,PROCCUR,
PR,0,PRPRESP,Y
PR,0,PRSTAT,
PR,1,PROCCUR,
PR,1,PRPRESP,Y
PR,1,PRSTAT,
PR,2,PROCCUR,
PR,2,PRPRESP,Y
PR,2,PRSTAT,
SU,0,SUOCCUR,
SU,0,SUPRESP,Y
SU,0,SUSTAT,
SU,1,SUOCCUR,
SU,1,SUPRESP,Y
SU,1,SUSTAT,
SU,2,SUOCCUR,
SU,2,SUPRESP,Y
SU,2,SUSTAT,
