dataset,variable,label,type,length
pc,STUDYID,Study Identifier,Char,50
pc,DOMAIN,Domain Abbreviation,Char,50
pc,USUBJID,Unique Subject Identifier,Char,50
pc,POOLDID,Pool Identfier,Char,
pc,PCSEQ,Sequence Number,Num,8
pc,PCGRPID,Group Identifier,Char,50
pc,PCREFID,Sample Identifier,Char,50
pc,PCSPID,Sponsor-Defined Identifier,Char,50
pc,PCTESTCD,Test Short Name,Char,8
pc,PCTEST,Test Name,Char,40
pc,PCCAT,Test Category,Char,50
pc,PCSCAT,Test Subcategory,Char,50
pc,PCORRES,Result or Findings as Collected,Char,20
pc,PCORRESU,Unit of the Original Result,Char,50
pc,PCSTRESC,Standardized Result in Character Format ,Char,20
pc,PCSTRESN,Standardized Result in Numeric Format ,Num,8
pc,PCSTRESU,Unit of the Standardized Result ,Char,20
pc,PCSTAT,Completion Status,Char,8
pc,PCREASND,Reason Not Done,Char,50
pc,PCNAM,Laboratory Name,Char,50
pc,PCSPEC,Specimen Material Type,Char,50
pc,PCSPCCND ,Specimen Condition,Char,50
pc,PCSPCUFL ,Specimen Usability for the Test,Char,50
pc,PCMETHOD,Method of Test or Examination,Char,50
pc,PCBLFL,Baseline Flag,Char,1
pc,PCFAST,Fasting Status,Char,1
pc,PCDRVFL ,Derived Flag,Char,1
pc,PCLLOQ ,Lower Level of Quantitation,Num,8
pc,PCEXCLFL,Exclusion Flag,Char,1
pc,PCREASEX ,Reason for Exclusion,Char,50
pc,VISITDY,Planned Study Day of Collection,Num,8
pc,PCDTC,Date/Time of Specimen Collection ,Char,20
pc,PCENDTC,End Date/Time of Specimen Collection ,Char,20
pc,PCDY,Study Day of Specimen Collection ,Num,8
pc,PCENDY,Study Day of End of Specimen Collection ,Num,8
pc,PCNOMDY,Nominal Study Day for Tabulations ,Num,8
pc,PCNOMLBL ,Label for Nominal Study Day,Char,20
pc,PCTPT,Planned Time Point Name ,Char,20
pc,PCTPTNUM,Planned Time Point Number ,Num,8
pc,PCELTM,Planned Elapsed Time from Time Point Ref ,Char,20
pc,PCTPTREF,Time Point Reference ,Char,20
pc,PCRFTDTC ,Date/Time of Reference Point ,Char,20
pc,PCEVLINT ,Evaluation Interval ,Char,20
