dataset,variable,label,type,length
advs,SUBJID,Subject Identifier for the Study,Char,50
advs,AVISIT,Analysis Visit,Char,50
advs,ADY,Analysis Relative Day,Num,8
advs,PARAM,Parameter,Char,50
advs,BASE,Baseline Value,Num,8
advs,CHG,Change from Baseline,Num,8
advs,AVAL,Analysis Value,Num,8
advs,DTYPE,Derivation Type,Char,50
advs,ANL01FL,Analysis Flag zz,Char,50
advs,CRIT1,Analysis Criterion y,Char,50
advs,CRIT1FL,Criterion y Evaluation Result Flag,Char,50
advs,ADT,Analysis Date,Num,8
advs,ADY,Analysis Relative Day,Num,8
