Dataset,Record,Variable,Value
SUPPAE,1,QLABEL,This is the wrongly used Dictionary Version in this Study
SUPPAE,1,IDVAR,AESPID
SUPPAE,1,IDVARVAL,1
SUPPAE,2,QLABEL,This is the wrongly used Dictionary Version in this Study
SUPPAE,2,IDVAR,AESPID
SUPPAE,2,IDVARVAL,10
SUPPAE,3,QLABEL,This is the wrongly used Dictionary Version in this Study
SUPPAE,3,IDVAR,AESPID
SUPPAE,3,IDVARVAL,11
SUPPAE,4,QLABEL,This is the wrongly used Dictionary Version in this Study
SUPPAE,4,IDVAR,AESPID
SUPPAE,4,IDVARVAL,12
SUPPAE,5,QLABEL,This is the wrongly used Dictionary Version in this Study
SUPPAE,5,IDVAR,AESPID
SUPPAE,5,IDVARVAL,13
SUPPAE,6,QLABEL,This is the wrongly used Dictionary Version in this Study
SUPPAE,6,IDVAR,AESPID
SUPPAE,6,IDVARVAL,14
SUPPAE,7,QLABEL,This is the wrongly used Dictionary Version in this Study
SUPPAE,7,IDVAR,AESPID
SUPPAE,7,IDVARVAL,15
SUPPAE,8,QLABEL,This is the wrongly used Dictionary Version in this Study
SUPPAE,8,IDVAR,AESPID
SUPPAE,8,IDVARVAL,2
SUPPAE,9,QLABEL,This is the wrongly used Dictionary Version in this Study
SUPPAE,9,IDVAR,AESPID
SUPPAE,9,IDVARVAL,3
SUPPAE,10,QLABEL,This is the wrongly used Dictionary Version in this Study
SUPPAE,10,IDVAR,AESPID
SUPPAE,10,IDVARVAL,4
