path,attribute,value
,parent_entity,StudyDesign
,bcCategoryIds,False
,biomedicalConceptIds,False
,name,Activity 1
,parent_id,StudyDesign_1
,id,Activity_1
,parent_rel,activities
,definedProcedures,False
,bcSurrogateIds,Not in dataset
,parent_entity,StudyDesign
,bcCategoryIds,
,biomedicalConceptIds,False
,name,Activity 2
,parent_id,StudyDesign_1
,id,Activity_2
,parent_rel,activities
,definedProcedures,False
,bcSurrogateIds,Not in dataset
,parent_entity,StudyDesign
,bcCategoryIds,False
,biomedicalConceptIds,
,name,Activity 3
,parent_id,StudyDesign_1
,id,Activity_3
,parent_rel,activities
,definedProcedures,False
,bcSurrogateIds,Not in dataset
,parent_entity,StudyDesign
,bcCategoryIds,
,biomedicalConceptIds,
,name,Activity 4
,parent_id,StudyDesign_1
,id,Activity_4
,parent_rel,activities
,definedProcedures,False
,bcSurrogateIds,Not in dataset
,parent_entity,StudyDesign
,bcCategoryIds,False
,biomedicalConceptIds,False
,name,Activity 5
,parent_id,StudyDesign_1
,id,Activity_5
,parent_rel,activities
,definedProcedures,
,bcSurrogateIds,Not in dataset
,parent_entity,StudyDesign
,bcCategoryIds,
,biomedicalConceptIds,False
,name,Activity 6
,parent_id,StudyDesign_1
,id,Activity_6
,parent_rel,activities
,definedProcedures,
,bcSurrogateIds,Not in dataset
,parent_entity,StudyDesign
,bcCategoryIds,False
,biomedicalConceptIds,
,name,Activity 7
,parent_id,StudyDesign_1
,id,Activity_7
,parent_rel,activities
,definedProcedures,
,bcSurrogateIds,Not in dataset
,parent_entity,StudyDesign
,bcCategoryIds,
,biomedicalConceptIds,
,name,Activity 8
,parent_id,StudyDesign_1
,id,Activity_8
,parent_rel,activities
,definedProcedures,
,bcSurrogateIds,Not in dataset
