Dataset,Record,Variable,Value
RELREC,4,RDOMAIN,DD
RELREC,4,IDVAR,DDSEQ
RELREC,4,IDVARVAL,
RELREC,4,RELID,AEDD
RELREC,5,RDOMAIN,AE
RELREC,5,IDVAR,AESEQ
RELREC,5,IDVARVAL,
RELREC,5,RELID,AEFA
RELREC,6,RDOMAIN,FA
RELREC,6,IDVAR,FASEQ
RELREC,6,IDVARVAL,
RELREC,6,RELID,AEFA
RELREC,7,RDOMAIN,AE
RELREC,7,IDVAR,AESEQ
RELREC,7,IDVARVAL,
RELREC,7,RELID,AECM1
RELREC,8,RDOMAIN,AE
RELREC,8,IDVAR,CMSEQ
RELREC,8,IDVARVAL,
RELREC,8,RELID,AECM1
RELREC,9,RDOMAIN,AE
RELREC,9,IDVAR,AESEQ
RELREC,9,IDVARVAL,
RELREC,9,RELID,AEMH1
RELREC,10,RDOMAIN,AE
RELREC,10,IDVAR,MHSEQ
RELREC,10,IDVARVAL,
RELREC,10,RELID,AEMH1
