Dataset,Record,Variable,Value
IQ,1,SPTOBID,CIG01A
IQ,1,IGDCMPID,Tobacco Fillers
IQ,1,IQCAT,TOBACCO INGREDIENT
IQ,1,$it_igdcmpid,['Tobacco Filler']
IQ,2,SPTOBID,CIG01A
IQ,2,IGDCMPID,Burley Tobacco
IQ,2,IQCAT,TOBACCO INGREDIENT
IQ,2,$it_igdcmpid,['Tobacco Filler']
IQ,3,SPTOBID,CIG01A
IQ,3,IGDCMPID,Bright Tobacco
IQ,3,IQCAT,TOBACCO INGREDIENT
IQ,3,$it_igdcmpid,['Tobacco Filler']
IQ,4,SPTOBID,CIG01A
IQ,4,IGDCMPID,Oriental Tobacco
IQ,4,IQCAT,TOBACCO INGREDIENT
IQ,4,$it_igdcmpid,['Tobacco Filler']
IQ,5,SPTOBID,CIG02A
IQ,5,IGDCMPID,Reconstituted Tobacco
IQ,5,IQCAT,TOBACCO INGREDIENT
IQ,5,$it_igdcmpid,"['Bright Tobacco', 'Bright Tobaccos', 'BURLEY TOBACCO 2']"
IQ,6,SPTOBID,CIG01A
IQ,6,IGDCMPID,Burley Tobacco 2
IQ,6,IQCAT,TOBACCO INGREDIENT
IQ,6,$it_igdcmpid,['Tobacco Filler']
IQ,7,SPTOBID,CIG02A
IQ,7,IGDCMPID,Burley Tobacco 2
IQ,7,IQCAT,TOBACCO INGREDIENT
IQ,7,$it_igdcmpid,"['Bright Tobacco', 'Bright Tobaccos', 'BURLEY TOBACCO 2']"
IQ,8,SPTOBID,CIG01A
IQ,8,IGDCMPID,Oriental Tobacco
IQ,8,IQCAT,TOBACCO INGREDIENT
IQ,8,$it_igdcmpid,['Tobacco Filler']
