Dataset,Record,Variable,Value
IQ,2,SPTOBID,CIG01A
IQ,2,IGDCMPID,Burley Tobacco
IQ,2,IQPARENT,Tobacco Filler
IQ,2,$iq_igdcmpid,"['Tobacco Fillers', 'Burley Tobacco', 'Bright Tobacco', 'Oriental Tobacco', 'Burley Tobacco 2', 'Reconstituted Tobacco', 'Methylcellulose', '1,3-Butanediol', 'Cocoa Extract', 'Butyric Acid']"
IQ,3,SPTOBID,CIG01A
IQ,3,IGDCMPID,Bright Tobacco
IQ,3,IQPARENT,Tobacco Filler
IQ,3,$iq_igdcmpid,"['Tobacco Fillers', 'Burley Tobacco', 'Bright Tobacco', 'Oriental Tobacco', 'Burley Tobacco 2', 'Reconstituted Tobacco', 'Methylcellulose', '1,3-Butanediol', 'Cocoa Extract', 'Butyric Acid']"
IQ,4,SPTOBID,CIG01A
IQ,4,IGDCMPID,Oriental Tobacco
IQ,4,IQPARENT,Tobacco Filler
IQ,4,$iq_igdcmpid,"['Tobacco Fillers', 'Burley Tobacco', 'Bright Tobacco', 'Oriental Tobacco', 'Burley Tobacco 2', 'Reconstituted Tobacco', 'Methylcellulose', '1,3-Butanediol', 'Cocoa Extract', 'Butyric Acid']"
IQ,5,SPTOBID,CIG01A
IQ,5,IGDCMPID,Oriental Tobacco
IQ,5,IQPARENT,Tobacco Filler
IQ,5,$iq_igdcmpid,"['Tobacco Fillers', 'Burley Tobacco', 'Bright Tobacco', 'Oriental Tobacco', 'Burley Tobacco 2', 'Reconstituted Tobacco', 'Methylcellulose', '1,3-Butanediol', 'Cocoa Extract', 'Butyric Acid']"
IQ,8,SPTOBID,CIG01A
IQ,8,IGDCMPID,Reconstituted Tobacco
IQ,8,IQPARENT,Reconstituted Tobacco
