Dataset,Record,Variable,Value
EM,1,$to_sptobid,"['VAPE-Z27', 'VAPE-Z28', 'CIG01a', 'VAPE-Z01']"
EM,1,SPTOBID,APE-Z01
PD,1,$to_sptobid,"['VAPE-Z27', 'VAPE-Z28', 'CIG01a', 'VAPE-Z01']"
PD,1,SPTOBID,CIG01b
PD,2,$to_sptobid,"['VAPE-Z27', 'VAPE-Z28', 'CIG01a', 'VAPE-Z01']"
PD,2,SPTOBID,CIG01c
PD,4,$to_sptobid,"['VAPE-Z27', 'VAPE-Z28', 'CIG01a', 'VAPE-Z01']"
PD,4,SPTOBID,VAPE-Z23
PD,5,$to_sptobid,"['VAPE-Z27', 'VAPE-Z28', 'CIG01a', 'VAPE-Z01']"
PD,5,SPTOBID,VAPE-Z23
PD,6,$to_sptobid,"['VAPE-Z27', 'VAPE-Z28', 'CIG01a', 'VAPE-Z01']"
PD,6,SPTOBID,VAPE-Z23
PD,7,$to_sptobid,"['VAPE-Z27', 'VAPE-Z28', 'CIG01a', 'VAPE-Z01']"
PD,7,SPTOBID,VAPE-Z23
PD,8,$to_sptobid,"['VAPE-Z27', 'VAPE-Z28', 'CIG01a', 'VAPE-Z01']"
PD,8,SPTOBID,VAPE-Z23
PD,9,$to_sptobid,"['VAPE-Z27', 'VAPE-Z28', 'CIG01a', 'VAPE-Z01']"
PD,9,SPTOBID,VAPE-Z23
PD,10,$to_sptobid,"['VAPE-Z27', 'VAPE-Z28', 'CIG01a', 'VAPE-Z01']"
PD,10,SPTOBID,VAPE-Z23
PD,11,$to_sptobid,"['VAPE-Z27', 'VAPE-Z28', 'CIG01a', 'VAPE-Z01']"
PD,11,SPTOBID,VAPE-Z23
PD,12,$to_sptobid,"['VAPE-Z27', 'VAPE-Z28', 'CIG01a', 'VAPE-Z01']"
PD,12,SPTOBID,VAPE-Z23
