path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocument.id,StudyDefinitionDocument_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocument.name,Protocol_Document_CDISC PILOT - LZZT
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocumentVersion.id,StudyDefinitionDocumentVersion_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocumentVersion.version,2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,displaySectionNumber,True
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,name,NC_76
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,sectionNumber,Appendix 10
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocument.id,StudyDefinitionDocument_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocument.name,Protocol_Document_CDISC PILOT - LZZT
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocumentVersion.id,StudyDefinitionDocumentVersion_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocumentVersion.version,2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,displaySectionNumber,True
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,name,NC_76
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,sectionNumber,Appendix 10
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocument.id,StudyDefinitionDocument_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocument.name,Protocol_Document_CDISC PILOT - LZZT
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocumentVersion.id,StudyDefinitionDocumentVersion_3
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocumentVersion.version,3
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,displaySectionNumber,True
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,name,NC_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,sectionNumber,1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocument.id,StudyDefinitionDocument_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocument.name,Protocol_Document_CDISC PILOT - LZZT
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocumentVersion.id,StudyDefinitionDocumentVersion_3
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocumentVersion.version,3
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,displaySectionNumber,True
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,name,NC_2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,sectionNumber,1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocument.id,StudyDefinitionDocument_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocument.name,Protocol_Document_CDISC PILOT - LZZT
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocumentVersion.id,StudyDefinitionDocumentVersion_3
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,StudyDefinitionDocumentVersion.version,3
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,displaySectionNumber,True
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,name,NC_3
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001041\negative\01\results\unit-test-coreid-DDF00245-negative-1.json,sectionNumber,1
