Dataset,Record,Variable,Value
lb.csv,1,LBTESTCD,ALB
lb.csv,1,LBTEST,Albumin
lb.csv,2,LBTESTCD,ALB
lb.csv,2,LBTEST,Alkaline Phosphatase
lb.csv,3,LBTESTCD,ALB
lb.csv,3,LBTEST,Aspartate Aminotransferase
lb.csv,4,LBTESTCD,BASO
lb.csv,4,LBTEST,Aspartate Aminotransferase
lb.csv,5,LBTESTCD,BASO
lb.csv,5,LBTEST,Basophils
fa.csv,1,FATEST,Count
fa.csv,1,FATESTCD,COUNT
fa.csv,2,FATEST,Counts
fa.csv,2,FATESTCD,COUNT
fa.csv,3,FATEST,Counting
fa.csv,3,FATESTCD,COUNT
fa.csv,4,FATEST,Counted
fa.csv,4,FATESTCD,COUNT
fa.csv,5,FATEST,Count
fa.csv,5,FATESTCD,COUNT
