Dataset,Record,Variable,Value
SUPPLB,1,IDVAR,LBSEQ
SUPPLB,1,IDVARVAL,1
SUPPLB,1,RDOMAIN,LB
SUPPLB,2,IDVAR,LBSEQ
SUPPLB,2,IDVARVAL,1
SUPPLB,2,RDOMAIN,LB
SUPPLB,3,IDVAR,LBSEQ
SUPPLB,3,IDVARVAL,
SUPPLB,3,RDOMAIN,LB
SUPPLB,4,IDVAR,LBSEQ
SUPPLB,4,IDVARVAL,
SUPPLB,4,RDOMAIN,LB
SUPPLB,5,IDVAR,LBSEQ
SUPPLB,5,IDVARVAL,13
SUPPLB,5,RDOMAIN,LB
SUPPLB,6,IDVAR,LBSEQ
SUPPLB,6,IDVARVAL,13
SUPPLB,6,RDOMAIN,LB
SUPPLB,7,IDVAR,
SUPPLB,7,IDVARVAL,2
SUPPLB,7,RDOMAIN,LB
SUPPLB,8,IDVAR,
SUPPLB,8,IDVARVAL,2
SUPPLB,8,RDOMAIN,LB
SUPPLB,9,IDVAR,
SUPPLB,9,IDVARVAL,
SUPPLB,9,RDOMAIN,LB
SUPPLB,10,IDVAR,
SUPPLB,10,IDVARVAL,
SUPPLB,10,RDOMAIN,LB
SUPPLB,11,IDVAR,LBSEQ
SUPPLB,11,IDVARVAL,1
SUPPLB,11,RDOMAIN,LB
SUPPLB,12,IDVAR,LBSEQ
SUPPLB,12,IDVARVAL,1
SUPPLB,12,RDOMAIN,LB
SUPPLB,13,IDVAR,LBSEQ
SUPPLB,13,IDVARVAL,1
SUPPLB,13,RDOMAIN,LB
SUPPLB,14,IDVAR,LBSEQ
SUPPLB,14,IDVARVAL,1
SUPPLB,14,RDOMAIN,LB
SUPPLB,15,IDVAR,LBSEQ
SUPPLB,15,IDVARVAL,1
SUPPLB,15,RDOMAIN,LB
