dataset,variable,label,type,length
suppapfamh.xpt,STUDYID,Study Identifier,Char,12
suppapfamh.xpt,RDOMAIN,Related Domain Abbreviation,Char,6
suppapfamh.xpt,USUBJID,Unique Subject Identifier,Char,8
suppapfamh.xpt,IDVAR,Identifying Variable,Char,200
suppapfamh.xpt,IDVARVAL,Identifying Variable Value,Char,200
suppapfamh.xpt,QNAM,Qualifier Variable Name,Char,5
suppapfamh.xpt,QLABEL,Qualifier Variable Label,Char,40
suppapfamh.xpt,QVAL,Data Value,Char,41
suppapfamh.xpt,QORIG,Origin,Char,13
suppapfamh.xpt,QEVAL,Evaluator,Char,200
