dataset,variable,label,type,length
ms.xpt,STUDYID,Study Identifier,Char,50
ms.xpt,DOMAIN,Domain Abbreviation,Char,50
ms.xpt,USUBJID,Unique Subject Identifier,Char,50
ms.xpt,NHOID,Non-host Organism ID,Char,50
ms.xpt,MSSEQ,Sequence Number,Num,8
ms.xpt,MSGRPID,Group ID,Char,50
ms.xpt,MSREFID,Reference ID,Char,50
ms.xpt,MSLNKGRP,Link Group ID,Char,50
ms.xpt,MSTESTCD,Short Name of Assessment,Char,50
ms.xpt,MSTEST,Name of Assessment,Char,50
ms.xpt,MSAGENT,Agent Name,Char,50
ms.xpt,MSCONC,Agent Concentration,Num,8
ms.xpt,MSCONCU,Agent Concentration Units,Char,50
ms.xpt,MSORRES,Result or Finding in Original Units,Char,50
ms.xpt,MSORRESU,Original Units,Char,50
ms.xpt,MSSTRESC,Result or Finding in Standard Format,Char,50
ms.xpt,MSSTRESN,Numeric Result/Finding in Standard Units,Num,8
ms.xpt,MSSTRESU,Standard Units,Char,50
ms.xpt,MSNAM,Laboratory/Vendor Name,Char,50
ms.xpt,MSMETHOD,Method of Test or Examination,Char,50
ms.xpt,MSDTC,Date/Time of Collection,Char,50
