dataset,variable,label,type,length
dm,STUDYID,Study Identifier,Char,10
dm,DOMAIN,Domain Abbreviation,Char,2
dm,USUBJID,Unique Subject Identifier,Char,14
dm,SUBJID,Subject Identifier for the Study,Char,3
dm,RFSTDTC,Subject Reference Start Date/Time,Char,10
dm,RFENDTC,Subject Reference End Date/Time,Char,10
dm,RFXSTDTC,Date/Time of First Study Treatment,Char,10
dm,RFXENDTC,Date/Time of Last Study Treatment,Char,10
dm,RFICDTC,Date/Time of Informed Consent,Char,10
dm,RFPENDTC,Date/Time of End of Participation,Char,10
dm,DTHDTC,Date/Time of Death,Char,1
dm,DTHFL,Subject Death Flag,Char,1
dm,SITEID,Study Site Identifier,Char,3
dm,AGE,Age,Num,8
dm,AGEU,Age Units,Char,5
dm,SEX,Sex,Char,1
dm,RACE,Race,Char,1
dm,ARMCD,Planned Arm Code,Char,1
dm,ARM,Description of Planned Arm,Char,13
dm,ACTARMCD,Actual Arm Code,Char,1
dm,ACTARM,Description of Actual Arm,Char,13
dm,COUNTRY,Country,Char,3
lb,STUDYID,Study Identifier,Char,10
lb,DOMAIN,Domain Abbreviation,Char,2
lb,USUBJID,Unique Subject Identifier,Char,14
lb,LBSEQ,Sequence Number,Num,8
lb,LBTESTCD,Lab Test or Examination Short Name,Char,8
lb,LBTEST,Lab Test or Examination Name,Char,40
lb,LBORRES,Result or Finding in Original Units,Char,8
lb,LBORRESU,Original Units,Char,20
lb,VISITNUM,Visit Number,Num,8
lb,VISIT,Visit Name,Char,18
lb,LBDTC,Date/Time of Specimen Collection,Char,10
lb,LBDY,Study Day of Specimen Collection,Num,8
lb,LBCHENDY,Study Day of Specimen Collection,Num,8
lb,LBDUR,Collected Duration,Char,10
xy,STUDYID,Study Identifier,Char,10
xy,DOMAIN,Domain Abbreviation,Char,2
xy,USUBJID,Unique Subject Identifier,Char,14
xy,XYSEQ,Sequence Number,Num,8
xy,XYTESTCD,Custom Test Examination Short Name,Char,8
xy,XYTEST,Custom Test or Examination Name,Char,40
xy,XYORRES,Result or Finding in Original Units,Char,8
xy,XYORRESU,Original Units,Char,20
xy,VISITNUM,Visit Number,Num,8
xy,VISIT,Visit Name,Char,18
xy,XYDTC,Date/Time of Specimen Collection,Char,10
xy,XYDY,Study Day of Specimen Collection,Num,8
