path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,bcCategoryIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,bcSurrogateIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,biomedicalConceptIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,childIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,definedProcedures,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,id,Activity_374
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,name,A374
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,parent_entity,InterventionalStudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,parent_id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,timelineId,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,bcCategoryIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,bcSurrogateIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,biomedicalConceptIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,childIds,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,definedProcedures,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,id,Activity_375
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,name,A375
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,parent_entity,InterventionalStudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,parent_id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,timelineId,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,bcCategoryIds,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,bcSurrogateIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,biomedicalConceptIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,childIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,definedProcedures,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,id,Activity_378
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,name,A378
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,parent_entity,InterventionalStudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,parent_id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,timelineId,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\37\results\unit-test-coreid-DDF00263-negative-37.json,bcCategoryIds,null
