Dataset,Record,Variable,Value
in.csv,1,INPURITY,
in.csv,1,INGRADE,
in.csv,1,IGDCMPID,Cocoa Extract
in.csv,1,SPTOBID,CIG01A
in.csv,1,TPMF,Not in dataset
in.csv,2,INPURITY,
in.csv,2,INGRADE,
in.csv,2,IGDCMPID,Butyric Acid
in.csv,2,SPTOBID,CIG01A
in.csv,2,TPMF,Not in dataset
in.csv,3,INPURITY,
in.csv,3,INGRADE,
in.csv,3,IGDCMPID,Cellulose Filter A
in.csv,3,SPTOBID,CIG01A
in.csv,3,TPMF,Not in dataset
in.csv,4,INPURITY,
in.csv,4,INGRADE,
in.csv,4,IGDCMPID,Cellulose Acetate
in.csv,4,SPTOBID,CIG01A
in.csv,4,TPMF,Not in dataset
in.csv,5,INPURITY,
in.csv,5,INGRADE,
in.csv,5,IGDCMPID,Triacetin
in.csv,5,SPTOBID,CIG03A
in.csv,5,TPMF,Not in dataset
in.csv,6,INPURITY,
in.csv,6,INGRADE,
in.csv,6,IGDCMPID,FSC Paper B
in.csv,6,SPTOBID,CIG04A
in.csv,6,TPMF,Not in dataset
