dataset,variable,label,type,length
pc.xpt,STUDYID,Study Identifier,Char,10
pc.xpt,DOMAIN,Domain Abbreviation,Char,2
pc.xpt,USUBJID,Unique Subject Identifier,Char,14
pc.xpt,POOLID,Pool Identifier,Char,10
pc.xpt,PCSEQ,Sequence Number,Num,8
pc.xpt,PCTESTCD,Test Short Name ,Char,8
pc.xpt,PCTEST,Test Name ,Char,25
pc.xpt,PCORRES,Result or Findings as Collected,Char,6
pc.xpt,PCORRESU,Unit of the Original Result ,Char,6
pc.xpt,PCSTRESC,Standardized Result in Character Format,Char,6
pc.xpt,PCSTRESN,Standardized Result in Numeric Format ,Num,6
pc.xpt,PCSTRESU,Unit of the Standardized Result ,,6
pc.xpt,PCSPEC,Specimen Material Type ,Char,5
pc.xpt,PCDTC,Date/Time of Observation,Char,20
pc.xpt,PCDY,Study Day of Observation,Num,8
pc.xpt,PCNOMDY,Nominal Study Day for Tabulations,Num,8
pc.xpt,PCTPTREF,Time Point Reference,Char,20
pc.xpt,PCELTM,Planned Elapsed Time from Time Point Ref,Char,8
pp.xpt,STUDYID,Study Identifier,Char,10
pp.xpt,DOMAIN,Domain Abbreviation,Char,2
pp.xpt,USUBJID,Unique Subject Identifier,Char,14
pp.xpt,POOLID,Pool Identifier,Char,10
pp.xpt,PPSEQ,Sequence Number,Num,8
pp.xpt,PPTESTCD,Parameter Short Name ,Char,8
pp.xpt,PPTEST,Parameter Name ,Char,25
pp.xpt,PPCAT,Parameter Category,Char,25
pp.xpt,PPSCAT,Parameter Subcategory,Char,25
pp.xpt,PPORRES,Result or Findings as Collected,Char,25
pp.xpt,PPORRESU,Unit of the Original Result,Char,25
