dataset,variable,label,type,length
adsl,Identifier,STUDYID,Study Identifier,Char
adsl,Identifier,USUBJID,Unique Subject Identifier,Char
adsl,Population Indicator,FASFL,Full Analysis Set Population Flag,Char
adsl,Population Indicator,SAFFL,Safety Population Flag,Char
adsl,Population Indicator,ITTFL,Intent-To-Treat Population Flag,Char
adsl,Population Indicator,PPROTFL,Per-Protocol Population Flag,Char
adsl,Population Indicator,COMPLFL,Completers Population Flag,Char
adsl,Population Indicator,RANDFL,Randomized Population Flag,Char
adsl,Population Indicator,ENRLFL,Enrolled Population Flag,Char
advs,SUBJID,Subject Identifier for the Study,Char,50
advs,AVISIT,Analysis Visit,Char,50
advs,ADY,Analysis Relative Day,Num,8
advs,PARAM,Parameter,Char,50
advs,BASE,Baseline Value,Num,8
advs,CHG,Change from Baseline,Num,8
advs,AVAL,Analysis Value,Num,8
advs,DTYPE,Derivation Type,Char,50
advs,ANL01FL,Analysis Flag zz,Char,50
advs,CRIT1,Analysis Criterion y,Char,50
advs,CRIT1FL,Criterion y Evaluation Result Flag,Char,50
