dataset,variable,label,type,length
ex,STUDYID,Study Identifier,Char,12
ex,DOMAIN,Domain Abbreviation,Char,2
ex,USUBJID,Unique Subject Identifier,Char,8
ex,EXSEQ,Sequence Number,Num,8
ex,EXTRT,Name of Treatment,Char,10
ex,EXDOSE,Dose,Num,8
ex,EXDOSTXT,,,
ex,EXDOSU,Dose Units,Char,2
ex,EXDOSFRM,Dose Form,Char,9
ex,EXDOSFRQ,Dosing Frequency per Interval,Char,2
ex,EXROUTE,Route of Administration,Char,12
ex,EXLOT,Lot Number,Char,200
ex,EPOCH,Epoch,Char,9
ex,EXSTDTC,Start Date/Time of Treatment,Char,10
ex,EXENDTC,End Date/Time of Treatment,Char,10
ex,EXSTDY,Study Day of Start of Treatment,Num,8
ex,EXENDY,Study Day of End of Treatment,Num,8
