path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001040\negative\01\results\unit-test-coreid-DDF00109-negative-1.json,Referenced intervention's parent StudyDesign.id,StudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001040\negative\01\results\unit-test-coreid-DDF00109-negative-1.json,StudyDesign.id,StudyDesign_2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001040\negative\01\results\unit-test-coreid-DDF00109-negative-1.json,StudyDesign.name,Study Design 2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001040\negative\01\results\unit-test-coreid-DDF00109-negative-1.json,name,EL1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001040\negative\01\results\unit-test-coreid-DDF00109-negative-1.json,studyInterventionIds value,StudyIntervention_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001040\negative\01\results\unit-test-coreid-DDF00109-negative-1.json,Referenced intervention's parent StudyDesign.id,[Invalid studyInterventionIds value]
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001040\negative\01\results\unit-test-coreid-DDF00109-negative-1.json,StudyDesign.id,StudyDesign_2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001040\negative\01\results\unit-test-coreid-DDF00109-negative-1.json,StudyDesign.name,Study Design 2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001040\negative\01\results\unit-test-coreid-DDF00109-negative-1.json,name,EL6
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001040\negative\01\results\unit-test-coreid-DDF00109-negative-1.json,studyInterventionIds value,Encounter_xx
