path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000962\negative\01\results\unit-test-coreid-DDF00132-negative-1.json,StudyDesign.id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000962\negative\01\results\unit-test-coreid-DDF00132-negative-1.json,StudyDesign.name,Main Design
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000962\negative\01\results\unit-test-coreid-DDF00132-negative-1.json,cohorts.name,"[StudyCohort_1: COHORT1, StudyCohort_2: COHORT2]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000962\negative\01\results\unit-test-coreid-DDF00132-negative-1.json,cohorts.plannedCompletionNumber(value/range),"[StudyCohort_1: 10, StudyCohort_2: Missing]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000962\negative\01\results\unit-test-coreid-DDF00132-negative-1.json,cohorts.plannedCompletionNumber.id,"[StudyCohort_1: Quantity_11, StudyCohort_2: ]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000962\negative\01\results\unit-test-coreid-DDF00132-negative-1.json,name,POP1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000962\negative\01\results\unit-test-coreid-DDF00132-negative-1.json,plannedCompletionNumber(value/range),null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000962\negative\01\results\unit-test-coreid-DDF00132-negative-1.json,plannedCompletionNumber.id,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000962\negative\01\results\unit-test-coreid-DDF00132-negative-1.json,StudyDesign.id,InterventionalStudyDesign_2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000962\negative\01\results\unit-test-coreid-DDF00132-negative-1.json,StudyDesign.name,Design 2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000962\negative\01\results\unit-test-coreid-DDF00132-negative-1.json,cohorts.name,"[StudyCohort_3: COHORT3, StudyCohort_4: COHORT4]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000962\negative\01\results\unit-test-coreid-DDF00132-negative-1.json,cohorts.plannedCompletionNumber(value/range),"[StudyCohort_3: 10, StudyCohort_4: null]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000962\negative\01\results\unit-test-coreid-DDF00132-negative-1.json,cohorts.plannedCompletionNumber.id,"[StudyCohort_3: Quantity_10, StudyCohort_4: ]"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000962\negative\01\results\unit-test-coreid-DDF00132-negative-1.json,name,POP2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000962\negative\01\results\unit-test-coreid-DDF00132-negative-1.json,plannedCompletionNumber(value/range),Missing
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000962\negative\01\results\unit-test-coreid-DDF00132-negative-1.json,plannedCompletionNumber.id,null
