path,attribute,value
/Activity/23,parent_entity,Activity
/Activity/23,parent_id,Activity_9
/Activity/23,parent_rel,previousId
/Activity/23,id,Activity_8
/Activity/23,name,Medical history
/Activity/23,previousId,Activity_7
/Activity/23,nextId,
/Activity/24,parent_entity,Activity
/Activity/24,parent_id,Activity_9
/Activity/24,parent_rel,nextId
/Activity/24,id,Activity_1
/Activity/24,name,Informed consent
/Activity/24,previousId,
/Activity/24,nextId,Activity_2
/EligibilityCriterion/30,parent_entity,StudyDesignPopulation
/EligibilityCriterion/30,parent_id,EligibilityCriterion_16
/EligibilityCriterion/30,parent_rel,previousId
/EligibilityCriterion/30,id,EligibilityCriterion_15
/EligibilityCriterion/30,name,EX07
/EligibilityCriterion/30,previousId,EligibilityCriterion_14
/EligibilityCriterion/30,nextId,
/EligibilityCriterion/45,parent_entity,StudyDesignPopulation
/EligibilityCriterion/45,parent_id,EligibilityCriterion_16
/EligibilityCriterion/45,parent_rel,nextId
/EligibilityCriterion/45,id,EligibilityCriterion_1
/EligibilityCriterion/45,name,IN01
/EligibilityCriterion/45,previousId,
/EligibilityCriterion/45,nextId,EligibilityCriterion_2
/Encounter/32,parent_entity,Encounter
/Encounter/32,parent_id,Encounter_12
/Encounter/32,parent_rel,previousId
/Encounter/32,id,Encounter_11
/Encounter/32,name,E12
/Encounter/32,previousId,Encounter_10
/Encounter/32,nextId,
/Encounter/33,parent_entity,Encounter
/Encounter/33,parent_id,Encounter_12
/Encounter/33,parent_rel,nextId
/Encounter/33,id,Encounter_1
/Encounter/33,name,E1
/Encounter/33,previousId,
/Encounter/33,nextId,Encounter_2
/NarrativeContent/31,parent_entity,NarrativeContent
/NarrativeContent/31,parent_id,NarrativeContent_9
/NarrativeContent/31,parent_rel,previousId
/NarrativeContent/31,id,NarrativeContent_8
/NarrativeContent/31,name,SECTION 3.1.
/NarrativeContent/31,previousId,NarrativeContent_7
/NarrativeContent/31,nextId,
/NarrativeContent/32,parent_entity,NarrativeContent
/NarrativeContent/32,parent_id,NarrativeContent_9
/NarrativeContent/32,parent_rel,nextId
/NarrativeContent/32,id,NarrativeContent_1
/NarrativeContent/32,name,ROOT
/NarrativeContent/32,previousId,
/NarrativeContent/32,nextId,NarrativeContent_2
/StudyEpoch/26,parent_entity,StudyEpoch
/StudyEpoch/26,parent_id,StudyEpoch_5
/StudyEpoch/26,parent_rel,previousId
/StudyEpoch/26,id,StudyEpoch_4
/StudyEpoch/26,name,Treatment 3
/StudyEpoch/26,previousId,StudyEpoch_3
/StudyEpoch/26,nextId,
/StudyEpoch/27,parent_entity,StudyEpoch
/StudyEpoch/27,parent_id,StudyEpoch_5
/StudyEpoch/27,parent_rel,nextId
/StudyEpoch/27,id,StudyEpoch_1
/StudyEpoch/27,name,Screening
/StudyEpoch/27,previousId,
/StudyEpoch/27,nextId,StudyEpoch_2
