dataset,variable,label,type,length
tx,STUDYID,Study Identifier,Char,8325064
tx,DOMAIN,Domain Abbreviation,Char,TX
tx,SETCD,Set Code,Char,SetG
tx,SET,Set Description,Char,G-TA98-C1600
tx,TXSEQ,Sequence Number,Num,45
tx,TXPARMCD,Trial Set Parameter Short Name,Char,SPECIES
tx,TXPARM,Trial Set Parameter,Char,Species
tx,TXVAL,Trial Set Parameter Value,Char,SALMONELLA TYPHIMURIUM
ts,STUDYID,Study Identifier,Char,200
ts,DOMAIN,Domain Abbreviation,Char,200
ts,TSSEQ,Sequence Number,Num,40
ts,TSGRPID,Group Identifier,Char,10
ts,TSPARMCD,Trial Summary Parameter Short Name,Char,40
ts,TSPARM,Trial Summary Parameter,Char,8
ts,TSVAL,Parameter Value,Char,40
ts,TSVALNF,Parameter Null Flavor,Char,50
