Dataset,Record,Variable,Value
RELREF,2,$relref_refid,"['C01', 'C0-Count1', 'C0-Count2', 'C0-Count3', 'C0-Count4']"
RELREF,2,LEVEL,2.0
RELREF,2,PARENT,C0
RELREF,2,SETCD,A1
RELREF,3,$relref_refid,"['C01', 'C0-Count1', 'C0-Count2', 'C0-Count3', 'C0-Count4']"
RELREF,3,LEVEL,2.0
RELREF,3,PARENT,C0
RELREF,3,SETCD,A1
RELREF,4,$relref_refid,"['C01', 'C0-Count1', 'C0-Count2', 'C0-Count3', 'C0-Count4']"
RELREF,4,LEVEL,2.0
RELREF,4,PARENT,C0
RELREF,4,SETCD,A1
RELREF,5,$relref_refid,"['C01', 'C0-Count1', 'C0-Count2', 'C0-Count3', 'C0-Count4']"
RELREF,5,LEVEL,2.0
RELREF,5,PARENT,C0-Count5
RELREF,5,SETCD,A1
RELREF,7,$relref_refid,"['C0', 'C1250', 'C1250-Count2', 'C1250-Count3', 'C1250-Count4']"
RELREF,7,LEVEL,2.0
RELREF,7,PARENT,C1250
RELREF,7,SETCD,A2
RELREF,8,$relref_refid,"['C0', 'C1250', 'C1250-Count2', 'C1250-Count3', 'C1250-Count4']"
RELREF,8,LEVEL,2.0
RELREF,8,PARENT,C12501
RELREF,8,SETCD,A2
RELREF,9,$relref_refid,"['C0', 'C1250', 'C1250-Count2', 'C1250-Count3', 'C1250-Count4']"
RELREF,9,LEVEL,2.0
RELREF,9,PARENT,C12502
RELREF,9,SETCD,A2
RELREF,10,$relref_refid,"['C0', 'C1250', 'C1250-Count2', 'C1250-Count3', 'C1250-Count4']"
RELREF,10,LEVEL,2.0
RELREF,10,PARENT,C12503
RELREF,10,SETCD,A2
