dataset,variable,label,type,length
adtte.xpt,USUBJID,Unique Subject Identifier,Char,50
adtte.xpt,PARAM,Parameter,Char,50
adtte.xpt,PARAMCD,Parameter Code,Char,50
adtte.xpt,AVAL,Analysis Value,Num,8
adtte.xpt,CNSR,Censor,Num,
adtte.xpt,EVNTDESC,Event or Censoring Description,Char,50
adtte.xpt,SRCDOM,Source Data,Char,50
adtte.xpt,SRCVAR,Source Variable,Char,50
adtte.xpt,SRCSEQ,Source Sequence Number,Num,8
adppk.xpt,PROJID,Project Identifier,Char,50
adppk.xpt,PROJIDN,Project Identifier (N),Num,50
adppk.xpt,STUDYIDN,Study Identifier (N),Num,8
adppk.xpt,PART,Part of the Study,Num,8
adppk.xpt,USUBJID,Unique Subject Identifier,Char,50
adppk.xpt,USUBJIDN,Unique Subject,Num,8
adppk.xpt,SUBJID,Subject Identifier for the Study,Char,50
adppk.xpt,SITEID,Study Site Identifier,Char,50
adppk.xpt,SITEIDN,Study Site Identifier (N),Num,8
adppk.xpt,RECSEQ,Record Sequence,Num,8
adppk.xpt,AVISIT,Analysis Visit,Char,50
adppk.xpt,AVISITN,Analysis Visit (N),Num,8
adppk.xpt,VISIT,Visit Name,Char,50
adppk.xpt,VISITNUM,Visit Number,Num,8
adppk.xpt,AFRLT,Actual Rel Time from First Dose,Num,8
adppk.xpt,ATPTREF,Analysis Time Point Reference,Char,50
adppk.xpt,APRLT,Actual Rel Time from Previous Dose,Num,8
adppk.xpt,NFRLT,Nominal Rel Time from First Dose,Num,8
adppk.xpt,NPRLT,Nominal Rel Time from Previous Dose,Num,8
adppk.xpt,ATPT,Analysis Timepoint,Char,50
adppk.xpt,ATPTN,Analysis Timepoint (N),Num,8
adppk.xpt,ADT,Analysis Datetime,Num,8
adppk.xpt,UDTC,Date and Time of the Event,Char,50
adppk.xpt,ADY,Analysis Day,Num,8
adppk.xpt,ATM,Analysis Time,Num,8
adppk.xpt,OCC,Occasion,Num,8
adppk.xpt,DVID,Dependent Variable Name,Char,50
adppk.xpt,DVIDN,Dependent Variable Name (N),Num,8
adppk.xpt,CMT,Compartment,Num,8
adppk.xpt,AVAL,Analysis Value,Num,8
adppk.xpt,DV,Dependent Variable Result,Num,8
adppk.xpt,PCSTRESC,Result or Finding in Standard Format,Char,50
adppk.xpt,EVID,Event ID,Num,8
adppk.xpt,MDV,Missing Dependent Variable Result,Num,8
adppk.xpt,AULOQ,Analysis Upper Limit of Quantitation,Num,8
adppk.xpt,ALLOQ,Analysis Lower Limit of Quantitation,Num,8
adppk.xpt,BLQFL,Below Lower Limit of Quant Flag,Char,50
adppk.xpt,BLQFN,Below Lower Limit of Quant Flag,Num,8
adppk.xpt,ALQFL,Above the Upper Limit of Quant Flag,Char,50
adppk.xpt,ALQFN,Above the Upper Limit of Quant Flag (N),Num,8
adppk.xpt,DOSEA,Actual Treatment Dose,Num,8
adppk.xpt,DOSEP,Planned Treatment Dose,Num,8
adppk.xpt,AMT,Actual Amount of Dose Received (unit),Num,8
adppk.xpt,DOSETDD,Total Daily Amt of Dose Received (unit),Num,8
adppk.xpt,FORM,Drug Formulation,Char,50
adppk.xpt,FORMN,Drug Formulation (N),Num,8
adppk.xpt,ROUTE,Route of Administration,Char,50
adppk.xpt,ROUTEN,Route of Administration (N),Num,8
adppk.xpt,TRTP,Planned Treatment,Char,50
adppk.xpt,TRTPN,Planned Treatment (N),Num,8
adppk.xpt,TRTA,Actual Treatment,Char,50
adppk.xpt,TRTAN,Actual Treatment (N),Num,8
adppk.xpt,APHASE,Phase,Char,50
adppk.xpt,APHASEN,Phase (N),Num,8
adppk.xpt,APERIOD,Period,Char,50
adppk.xpt,APERIODC,Period (C),Char,50
adppk.xpt,ARM,Description of Planned Arm,Char,50
adppk.xpt,ARMN,Description of Planned Arm (N),Num,8
adppk.xpt,ACTARM,Description of Actual Arm,Char,50
adppk.xpt,ACTARMN,Description of Actual Arm (N),Num,8
adppk.xpt,COHORTC,Cohort Subject Enrolled into (C),Char,50
adppk.xpt,COHORT,Cohort Subject Enrolled Into,Num,8
adppk.xpt,WT,Body Weight (unit),Num,8
adppk.xpt,WTBL,Weight at Baseline,Num,8
adppk.xpt,HTBL,Baseline Body Height (unit),Num,8
adppk.xpt,BMIBL,Baseline Body Mass Index (unit),Num,8
adppk.xpt,BSABL,Body Surface Area at Baseline (unit),Num,8
adppk.xpt,AGE,Age,Num,8
adppk.xpt,SEX,Sex,Char,50
adppk.xpt,SEXN,Sex (N),Num,8
adppk.xpt,RACE,Race ,Char,50
adppk.xpt,RACEN,Race (N),Num,8
adppk.xpt,ETHNIC,Ethnicity,Char,50
adppk.xpt,ETHNICN,Ethnicity (N),Num,8
adppk.xpt,REGION,Geographic Region,Char,50
adppk.xpt,REGIONN,Geographic Region (N),Num,8
adppk.xpt,COUNTRYL,Country Full Name,Char,50
adppk.xpt,COUNTRYN,Country (N),Num,8
adppk.xpt,CREATBL,Baseline Creatinine Serum (unit),Num,8
adppk.xpt,UCREATBL,Baseline Creatinine Clearance (unit),Num,8
adppk.xpt,CRCLBL,CRCL at Baseline,Num,8
adppk.xpt,EGFRBL,Baseline eGFR (unit),Num,8
adppk.xpt,TBILBL,Baseline Total Bilirubin (unit),Num,8
adppk.xpt,ASTBL,Baseline Aspartate transaminase(unit),Num,8
adppk.xpt,ALT,Baseline Alanine transaminase(unit),Num,8
adppk.xpt,ITTFL,Intent to Treat Population Flag,Char,50
adppk.xpt,ITTFN,Intent to Treat Population Flag (N),Char,50
