dataset,variable,label,type,length
dm,STUDYID,Study Identifier,Char,12
dm,DOMAIN,Domain Abbreviation,Char,2
dm,USUBJID,Unique Subject Identifier,Char,8
dm,SUBJID,Subject Identifier for the Study,Char,4
dm,RFSTDTC,Subject Reference Start Date/Time,Char,10
dm,RFENDTC,Subject Reference End Date/Time,Char,10
dm,RFXSTDTC,Date/Time of First Study Treatment,Char,10
dm,RFXENDTC,Date/Time of Last Study Treatment,Char,10
dm,RFICDTC,Date/Time of Informed Consent,Char,10
dm,RFPENDTC,Date/Time of End of Participation,Char,10
dm,DTHDTC,Date/Time of Death,Char,10
dm,DTHFL,Subject Death Flag,Char,1
dm,SITEID,Study Site Identifier,Char,3
dm,BRTHDTC,Date/Time of Birth,Char,10
dm,AGE,Age,Num,8
dm,AGEU,Age Units,Char,5
dm,SEX,Sex,Char,1
dm,RACE,Race,Char,41
dm,ETHNIC,Ethnicity,Char,22
dm,ARMCD,Planned Arm Code,Char,8
dm,ARM,Description of Planned Arm,Char,28
dm,ACTARMCD,Actual Arm Code,Char,8
dm,ACTARM,Description of Actual Arm,Char,28
dm,ARMNRS,Reason Arm and/or Actual Arm is Null,Char,14
dm,ACTARMUD,Description of Unplanned Actual Arm,Char,200
dm,COUNTRY,Country,Char,3
ce,STUDYID,Study Identifier,Char,50
ce,DOMAIN,Domain Abbreviation,Char,50
ce,USUBJID,Unique Subject Identifier,Char,50
ce,CESEQ,Sequence Number,Num,8
ce,CETERM,Reported Term for the Clinical Event,Char,50
ce,CEDECOD,Toxicity,Char,50
cm,STUDYID,Study Identifier,Char,50
cm,DOMAIN,Domain Abbreviation,Char,50
cm,USUBJID,Unique Subject Identifier,Char,50
cm,CMSEQ,Sequence Number,Num,8
cm,CMGRPID,Group ID,Char,50
cm,CMSPID,Sponsor-Defined Identifier,Char,50
cm,CMTRT,"Reported Name of Drug, Med, or Therapy",Char,50
cm,CMMODIFY,Modified Reported Name,Char,50
cm,CMDECOD,Standardized Medication Name,Char,50
cm,CMCAT,Category for Medication,Char,50
cm,CMSCAT,Subcategory for Medication,Char,50
cm,CMPRESP,CM Pre-specified,Char,50
cm,CMOCCUR,CM Occurrence,Char,50
cm,CMSTAT,Completion Status,Char,50
cm,CMREASND,Reason Medication Not Collected,Char,50
cm,CMINDC,Indication,Char,50
cm,CMCLAS,Medication Class,Char,50
cm,CMCLASCD,Medication Class Code,Char,50
cm,CMDOSE,Dose per Administration,Num,8
cm,CMDOSTXT,Dose Description,Char,50
cm,CMDOSU,Dose Units,Char,50
cm,CMDOSFRM,Dose Form,Char,50
cm,CMDOSFRQ,Dosing Frequency per Interval,Char,50
cm,CMDOSTOT,Total Daily Dose,Num,8
cm,CMDOSRGM,Intended Dose Regimen,Char,50
cm,CMROUTE,Route of Administration,Char,50
cm,CMADJ,Reason for Dose Adjustment,Char,50
cm,CMRSDISC,Reason the Intervention Was Discontinued,Char,50
cm,TAETORD,Planned Order of Element within Arm,Num,8
cm,EPOCH,Epoch,Char,50
cm,CMSTDTC,Start Date/Time of Medication,Char,50
cm,CMENDTC,End Date/Time of Medication,Char,50
cm,CMSTDY,Study Day of Start of Medication,Num,8
cm,CMENDY,Study Day of End of Medication,Num,8
cm,CMDUR,Duration,Char,50
cm,CMSTRF,Start Relative to Reference Period,Char,50
cm,CMENRF,End Relative to Reference Period,Char,50
cm,CMSTRTPT,Start Relative to Reference Time Point,Char,50
cm,CMSTTPT,Start Reference Time Point,Char,50
cm,CMENRTPT,End Relative to Reference Time Point,Char,50
cm,CMENTPT,End Reference Time Point,Char,50
su,STUDYID,Study Identifier,Char,50
su,DOMAIN,Domain Abbreviation,Char,50
su,USUBJID,Unique Subject Identifier,Char,50
su,SUSEQ,Sequence Number,Num,8
su,SUGRPID,Group ID,Char,50
su,SUSPID,Sponsor-Defined Identifier,Char,50
su,SUTRT,Reported Name of Substance,Char,50
su,SUMODIFY,Modified Substance Name,Char,50
su,SUDECOD,Standardized Substance Name,Char,50
su,SUCAT,Category for Substance Use,Char,50
su,SUSCAT,Subcategory for Substance Use,Char,50
su,SUPRESP,SU Pre-Specified,Char,50
su,SUOCCUR,SU Occurrence,Char,50
su,SUSTAT,Completion Status,Char,50
su,SUREASND,Reason Substance Use Not Collected,Char,50
su,SUCLAS,Substance Use Class,Char,50
su,SUCLASCD,Substance Use Class Code,Char,50
su,SUDOSE,Substance Use Consumption,Num,8
su,SUDOSTXT,Substance Use Consumption Text,Char,50
su,SUDOSU,Consumption Units,Char,50
su,SUDOSFRM,Dose Form,Char,50
su,SUDOSFRQ,Use Frequency Per Interval,Char,50
su,SUDOSTOT,Total Daily Consumption,Num,8
su,SUROUTE,Route of Administration,Char,50
su,TAETORD,Planned Order of Element within Arm,Num,8
su,EPOCH,Epoch,Char,50
su,SUSTDTC,Start Date/Time of Substance Use,Char,50
su,SUENDTC,End Date/Time of Substance Use,Char,50
su,SUSTDY,Study Day of Start of Substance Use,Num,8
su,SUENDY,Study Day of End of Substance Use,Num,8
su,SUDUR,Duration of Substance Use,Char,50
su,SUSTRF,Start Relative to Reference Period,Char,50
su,SUENRF,End Relative to Reference Period,Char,50
su,SUSTRTPT,Start Relative to Reference Time Point,Char,50
su,SUSTTPT,Start Reference Time Point,Char,50
su,SUENRTPT,End Relative to Reference Time Point,Char,50
su,SUENTPT,End Reference Time Point,Char,50
su,OEEVALID,Evaluator Identifier,Char,50
su,OEACPTFL,Accepted Record Flag,Char,50
su,OEREPNUM,Repetition Number,Num,8
su,VISITNUM,Visit Number,Num,8
su,VISIT,Visit Name,Char,50
su,VISITDY,Planned Study Day of Visit,Num,8
su,TAETORD2,Planned Order of Element within Arm,Num,8
su,EPOCH3,Epoch,Char,50
su,OEDTC,Date/Time of Collection,Char,50
su,OEDY,Study Day of Visit/Collection/Exam,Num,8
su,OETPT,Planned Time Point Name,Char,50
