dataset,variable,label,type,length
Code,parent_entity,Parent Entity Name,String,[1]
Code,parent_id,Parent Entity Id,String,[1]
Code,parent_rel,Name of Relationship from Parent Entity,String,[1]
Code,rel_type,Type of Relationship,String,[1]
Code,id,(Code Id),String,[1]
Code,code,Code Value,String,[1]
Code,codeSystem,Code System Name,String,[1]
Code,codeSystemVersion,Code System Version,String,[1]
Code,decode,Decode,String,[1]
Code,instanceType,Instance Type,String,[1]
AliasCode,parent_entity,Parent Entity Name,String,[1]
AliasCode,parent_id,Parent Entity Id,String,[1]
AliasCode,parent_rel,Name of Relationship from Parent Entity,String,[1]
AliasCode,rel_type,Type of Relationship,String,[1]
AliasCode,id,(Alias Code Id),String,[1]
AliasCode,instanceType,Instance Type,String,[1]
AliasCode,standardCode,(Alias Code Standard Code) [Exists],Boolean,Code[1]
AliasCode,standardCode.id,(Alias Code Standard Code) / (Code Id),String,Code[1].id[1]
AliasCode,standardCode.code,(Alias Code Standard Code) / Code Value,String,Code[1].code[1]
AliasCode,standardCode.codeSystem,(Alias Code Standard Code) / Code System Name,String,Code[1].codeSystem[1]
AliasCode,standardCode.codeSystemVersion,(Alias Code Standard Code) / Code System Version,String,Code[1].codeSystemVersion[1]
AliasCode,standardCode.decode,(Alias Code Standard Code) / Decode,String,Code[1].decode[1]
AliasCode,standardCodeAliases,(Alias Code Standard Code Aliases) [Any Exists],Boolean,Code[0..*]
