dataset,variable,label,type,length
apcb,STUDYID,Study Identifier,Char,50
apcb,DOMAIN,Domain Abbreviation,Char,50
apcb,USUBJID,Unique Subject Identifier,Char,50
apcb,CBSEQ,Sequence Number,Num,8
apcb,CBLNKID,Link ID,Char,50
apcb,CBTRT,Name of Treatment,Char,50
apcb,CBPRESP,Pre-Specified,Char,50
apcb,CBOCCUR,Occurrence,Char,50
apcb,CBREASOC,Reason for Occur Value,Char,50
apcb,CBDOSE,Dose,Num,8
apcb,CBDOSTXT,Dose Description,Char,50
apcb,CBDOSU,Dose Units,Char,50
apcb,CBDOSFRM,Dose Form,Char,50
apcb,CBROUTE,Route of Administration,Char,50
apcb,CBSTDTC,Start Date/Time of Treatment,Char,50
apcb,CBENDTC,End Date/Time of Treatment,Char,50
ape,STUDYID,Study Identifier,Char,50
ape,DOMAIN,Domain Abbreviation,Char,50
ape,USUBJID,Unique Subject Identifier,Char,50
ape,ECSEQ,Sequence Number,Num,8
ape,ECLNKID,Link ID,Char,50
ape,ECTRT,Name of Treatment,Char,50
ape,ECPRESP,Pre-Specified,Char,50
ape,ECOCCUR,Occurrence,Char,50
ape,ECREASOC,Reason for Occur Value,Char,50
ape,ECDOSE,Dose,Num,8
ape,ECDOSTXT,Dose Description,Char,50
ape,ECDOSU,Dose Units,Char,50
ape,ECDOSFRM,Dose Form,Char,50
ape,EcROUTE,Route of Administration,Char,50
ape,ECSTDTC,Start Date/Time of Treatment,Char,50
ape,ECENDTC,End Date/Time of Treatment,Char,50
ape,ECSTDY,Study Day of Start of Treatment,Num,8
ape,ECENDY,Study Day of End of Treatment,Num,8
apexa,STUDYID,Study Identifier,Char,50
apexa,DOMAIN,Domain Abbreviation,Char,50
apexa,USUBJID,Unique Subject Identifier,Char,50
apexa,EXSEQ,Sequence Number,Num,8
apexa,EXLNKID,Link ID,Char,50
apexa,EXTRT,Name of Treatment,Char,50
apexa,EXDOSE,Dose,Num,8
apexa,EXDOSTXT,Dose Description,Char,50
apexa,EXDOSU,Dose Units,Char,50
apexa,EXDOSFRM,Dose Form,Char,50
apexa,EXDOSFRQ,Dosing Frequency per Interval,Char,50
apexa,EXROUTE,Route of Administration,Char,50
apexa,EXSTDTC,Start Date/Time of Treatment,Char,50
apexa,EXENDTC,End Date/Time of Treatment,Char,50
apexa,EXSTDY,Study Day of Start of Treatment,Num,8
apexa,EXENDY,Study Day of End of Treatment,Num,8
