dataset,variable,label,type,length
ma.xpt,STUDYID,Study Identifier,Char,10
ma.xpt,DOMAIN,Domain Abbreviation,Char,2
ma.xpt,USUBJID,Unique Subject Identifier,Char,14
ma.xpt,FOCID,Focus Identifier,Char,20
ma.xpt,MASEQ,Sequence Number,Num,8
ma.xpt,MASPID,Sponsor-Defined Identifier,Char,4
ma.xpt,MATESTCD,Macroscopic Examination Short Name,Char,8
ma.xpt,MATEST,Macroscopic Examination Name,Char,25
ma.xpt,MAORRES,Result or Finding in Original Units,Char,6
ma.xpt,MASTRESC,Character Result/Finding in Std Format,Char,6
ma.xpt,MASPEC,Specimen Material Type,Char,5
ma.xpt,MASPCUFL,Specimen Usability for the Test,Char,1
ma.xpt,MABLFL,Baseline Flag,Char,1
ma.xpt,MADTHREL,Relationship to Death,Char,1
ma.xpt,VISITNUM,Visit Number,Num,8
ma.xpt,VISIT,Visit Name,Char,18
ma.xpt,MADTC,Date/Time of Specimen Collection,Char,10
ma.xpt,MADY,Study Day of Specimen Collection,Num,8
