dataset,variable,label,type,length
StudyDesign.xpt,parent_entity,Parent Entity Name,String,[1]
StudyDesign.xpt,parent_id,Parent Entity Id,String,[1]
StudyDesign.xpt,parent_rel,Name of Relationship from Parent Entity,String,[1]
StudyDesign.xpt,rel_type,Type of Relationship,String,[1]
StudyDesign.xpt,id,(Study Design Id),String,[1]
StudyDesign.xpt,name,Study Design Name,String,[1]
StudyDesign.xpt,description,Study Design Description,String,[0..1]
StudyDesign.xpt,label,Study Design Label,String,[0..1]
StudyDesign.xpt,rationale,Study Design Rationale,String,[1]
StudyDesign.xpt,biomedicalConcepts,Biomedical Concepts [Any Exist],Boolean,[0]
StudyDesign.xpt,bcCategories,Bc Categories [Any Exist],Boolean,[0]
StudyDesign.xpt,bcSurrogates,Bc Surrogates [Any Exist],Boolean,[0]
StudyDesign.xpt,dictionaries,Dictionaries [Any Exist],Boolean,[0]
StudyDesign.xpt,conditions,Conditions [Any Exist],Boolean,[0]
StudyDesign.xpt,instanceType,Instance Type,String,[1]
StudyDesign.xpt,activities,(Study Design Activities) [Any Exists],Boolean,Activity[0..*]
StudyDesign.xpt,trialIntentTypes,Trial Intent Type [Any Exists],Boolean,Code[0..*]
StudyDesign.xpt,blindingSchema,Trial Blinding Schema [Exists],Boolean,Code[0..1]
StudyDesign.xpt,blindingSchema.id,Trial Blinding Schema / (Code Id),String,Code[0..1].id[1]
StudyDesign.xpt,blindingSchema.code,Trial Blinding Schema / Code Value,String,Code[0..1].code[1]
StudyDesign.xpt,blindingSchema.codeSystem,Trial Blinding Schema / Code System Name,String,Code[0..1].codeSystem[1]
StudyDesign.xpt,blindingSchema.codeSystemVersion,Trial Blinding Schema / Code System Version,String,Code[0..1].codeSystemVersion[1]
StudyDesign.xpt,blindingSchema.decode,Trial Blinding Schema / Decode,String,Code[0..1].decode[1]
StudyDesign.xpt,therapeuticAreas,Therapeutic Areas [Any Exists],Boolean,Code[0..*]
StudyDesign.xpt,characteristics,Study Design Characteristic [Any Exists],Boolean,Code[0..*]
StudyDesign.xpt,trialTypes,Trial Type [Any Exists],Boolean,Code[0..*]
StudyDesign.xpt,interventionModel,Intervention Model Type [Exists],Boolean,Code[1]
StudyDesign.xpt,interventionModel.id,Intervention Model Type / (Code Id),String,Code[1].id[1]
StudyDesign.xpt,interventionModel.code,Intervention Model Type / Code Value,String,Code[1].code[1]
StudyDesign.xpt,interventionModel.codeSystem,Intervention Model Type / Code System Name,String,Code[1].codeSystem[1]
StudyDesign.xpt,interventionModel.codeSystemVersion,Intervention Model Type / Code System Version,String,Code[1].codeSystemVersion[1]
StudyDesign.xpt,interventionModel.decode,Intervention Model Type / Decode,String,Code[1].decode[1]
StudyDesign.xpt,encounters,(Study Design Encounters) [Any Exists],Boolean,Encounter[0..*]
StudyDesign.xpt,estimands,(Study Design Estimands) [Any Exists],Boolean,Estimand[0..*]
StudyDesign.xpt,indications,(Study Design Indications) [Any Exists],Boolean,Indication[0..*]
StudyDesign.xpt,maskingRoles,(Study Design Masking Roles) [Any Exists],Boolean,Masking[0..*]
StudyDesign.xpt,objectives,(Study Design Objectives) [Any Exists],Boolean,Objective[0..*]
StudyDesign.xpt,organizations,(Study Design Organizations) [Any Exists],Boolean,ResearchOrganization[0..*]
StudyDesign.xpt,scheduleTimelines,(Study Design Schedule Timelines) [Any Exists],Boolean,ScheduleTimeline[0..*]
StudyDesign.xpt,arms,(Study Design Arms) [Any Exists],Boolean,StudyArm[1..*]
StudyDesign.xpt,studyCells,(Study Design Study Cells) [Any Exists],Boolean,StudyCell[1..*]
StudyDesign.xpt,elements,(Study Design Elements) [Any Exists],Boolean,StudyElement[0..*]
StudyDesign.xpt,documentVersionId,(Study Design Document Version) [Identifier],String,StudyProtocolDocumentVersion[0..1].id[1]
StudyDesign.xpt,studyInterventions,(Study Design Study Interventions) [Any Exists],Boolean,StudyIntervention[0..*]
StudyDesign.xpt,epochs,(Study Design Epochs) [Any Exists],Boolean,StudyEpoch[1..*]
StudyDesign.xpt,population,(Study Design Population) [Exists],Boolean,StudyDesignPopulation[0..1]
StudyDesign.xpt,population.id,(Study Design Population) / (Study Design Population Id),String,StudyDesignPopulation[0..1].id[1]
StudyDesign.xpt,population.name,(Study Design Population) / Target Study Population Name,String,StudyDesignPopulation[0..1].name[1]
StudyDesign.xpt,population.description,(Study Design Population) / Target Study Population Description,String,StudyDesignPopulation[0..1].description[0..1]
StudyDesign.xpt,population.label,(Study Design Population) / Study Design Population Label,String,StudyDesignPopulation[0..1].label[0..1]
StudyDesign.xpt,population.includesHealthySubjects,(Study Design Population) / Study Design Population Includes Healthy Subjects Indicator,Boolean,StudyDesignPopulation[0..1].includesHealthySubjects[1]
StudyDesign.xpt,population.plannedSex,(Study Design Population) / Study Design Population Planned Sex [Exists],Boolean,StudyDesignPopulation[0..1]>Code[0..1]
StudyDesign.xpt,population.plannedSex.id,(Study Design Population) / Study Design Population Planned Sex / (Code Id),String,StudyDesignPopulation[0..1]>Code[0..1].id[1]
StudyDesign.xpt,population.plannedSex.code,(Study Design Population) / Study Design Population Planned Sex / Code Value,String,StudyDesignPopulation[0..1]>Code[0..1].code[1]
StudyDesign.xpt,population.plannedSex.codeSystem,(Study Design Population) / Study Design Population Planned Sex / Code System Name,String,StudyDesignPopulation[0..1]>Code[0..1].codeSystem[1]
StudyDesign.xpt,population.plannedSex.codeSystemVersion,(Study Design Population) / Study Design Population Planned Sex / Code System Version,String,StudyDesignPopulation[0..1]>Code[0..1].codeSystemVersion[1]
StudyDesign.xpt,population.plannedSex.decode,(Study Design Population) / Study Design Population Planned Sex / Decode,String,StudyDesignPopulation[0..1]>Code[0..1].decode[1]
StudyDesign.xpt,population.criteria,(Study Design Population) / (Study Design Population Criteria) [Any Exists],Boolean,StudyDesignPopulation[0..1]>EligibilityCriterion[1..*]
StudyDesign.xpt,population.plannedAge,(Study Design Population) / Study Design Population Planned Age [Exists],Boolean,StudyDesignPopulation[0..1]>Range[0..1]
StudyDesign.xpt,population.plannedAge.id,(Study Design Population) / Study Design Population Planned Age / (Range Id),String,StudyDesignPopulation[0..1]>Range[0..1].id[1]
StudyDesign.xpt,population.plannedAge.minValue,(Study Design Population) / Study Design Population Planned Age / Minimum Value,Float,StudyDesignPopulation[0..1]>Range[0..1].minValue[1]
StudyDesign.xpt,population.plannedAge.maxValue,(Study Design Population) / Study Design Population Planned Age / Maximum Value,Float,StudyDesignPopulation[0..1]>Range[0..1].maxValue[1]
StudyDesign.xpt,population.plannedAge.isApproximate,(Study Design Population) / Study Design Population Planned Age / Value Range is Approximate Indicator,Boolean,StudyDesignPopulation[0..1]>Range[0..1].isApproximate[1]
