dataset,variable,label,type,length
ae,STUDYID,Study Identifier,Char,12
ae,DOMAIN,Domain Abbreviation,Char,2
ae,USUBJID,Unique Subject Identifier,Char,8
ae,AESEQ,Sequence Number,Num,8
ae,AELNKGRP,Link Group ID,Char,200
ae,AETERM,Reported Term for the Adverse Event,Char,200
vs,STUDYID,Study Identifier,Char,12
vs,DOMAIN,Domain Abbreviation,Char,2
vs,USUBJID,Unique Subject Identifier,Char,8
vs,VSSEQ,Sequence Number,Num,8
vs,VSLNKGRP,Link Group ID,Char,200
vs,VSTESTCD,Vital Signs Test Short Name,Char,6
vs,VSTEST,Vital Signs Test Name,Char,24
vs,VSORRES,Result or Finding in Original Units,Char,8
