Dataset,Record,Variable,Value
SUPPDM,1,QNAM,RACE1
SUPPDM,1,QLABEL,Race 1
SUPPDM,2,QNAM,RACE1
SUPPDM,2,QLABEL,Race 2
SUPPDM,3,QNAM,RACE1
SUPPDM,3,QLABEL,Race 3
SUPPEC,1,QNAM,ECREASOC
SUPPEC,1,QLABEL,Reason for Occur Value
SUPPEC,2,QNAM,ECREASOC
SUPPEC,2,QLABEL,Reason Occur Value
SUPPEC,3,QNAM,ECREASOC
SUPPEC,3,QLABEL,Reason for Occur
SUPPEC,4,QNAM,ECREASOC
SUPPEC,4,QLABEL,Reason Occur
SUPPEC,5,QNAM,REASOC
SUPPEC,5,QLABEL,Reason Occur Value
SUPPEC,6,QNAM,REASOC
SUPPEC,6,QLABEL,Reason for Occur
SUPPEC,7,QNAM,REASOC
SUPPEC,7,QLABEL,Reason Occur
