path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,Organization.name,LILLY
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,scopeId,Organization_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,text,XAN-E-54
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,type.decode,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,Organization.name,LILLY
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,scopeId,Organization_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,text,XAN-E-54
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,type.decode,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,Organization.name,LILLY
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,scopeId,Organization_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,text,M12345
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,type.decode,Model Number
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,Organization.name,LILLY
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,scopeId,Organization_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,text,M12345
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,type.decode,Batch Number
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,Organization.name,FDA
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,scopeId,Organization_4
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,text,00123456789012
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,type.decode,FDA Unique Device Identification
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,Organization.name,FDA
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,scopeId,Organization_4
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,text,00123456789012
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,type.decode,FDA Unique Device Identification
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,Organization.name,LILLY
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,scopeId,Organization_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,text,LZZT CD Plan 1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,type.decode,Clinical Development Plan
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,Organization.name,LILLY
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,scopeId,Organization_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,text,LZZT CD Plan 1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,type.decode,Pediatric Investigation Plan
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,Organization.name,LILLY
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,scopeId,Organization_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,text,H2Q-MC-LZZT
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,type.decode,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,Organization.name,LILLY
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,scopeId,Organization_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,text,H2Q-MC-LZZT
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-000955\negative\01\results\unit-test-coreid-DDF00173-negative-1.json,type.decode,null
