dataset,variable,label,type,length
StudyElement.xpt,parent_entity,Parent Entity Name,String,[1]
StudyElement.xpt,parent_id,Parent Entity Id,String,[1]
StudyElement.xpt,parent_rel,Name of Relationship from Parent Entity,String,[1]
StudyElement.xpt,rel_type,Type of Relationship,String,[1]
StudyElement.xpt,id,(Study Element Id),String,[1]
StudyElement.xpt,name,Study Design Element Name,String,[1]
StudyElement.xpt,description,Study Design Element Description,String,[0..1]
StudyElement.xpt,label,Study Element Label,String,[0..1]
StudyElement.xpt,instanceType,Instance Type,String,[1]
StudyElement.xpt,studyInterventionIds,(Study Element Study Interventions) [Identifiers][Any Exist],Boolean,StudyIntervention[0..*].id[1]
Encounter.xpt,parent_entity,Parent Entity Name,String,[1]
Encounter.xpt,parent_id,Parent Entity Id,String,[1]
Encounter.xpt,parent_rel,Name of Relationship from Parent Entity,String,[1]
Encounter.xpt,rel_type,Type of Relationship,String,[1]
Encounter.xpt,id,(Encounter Id),String,[1]
Encounter.xpt,name,Clinical Encounter Name,String,[1]
Encounter.xpt,description,Clinical Encounter Description,String,[0..1]
Encounter.xpt,label,Encounter Label,String,[0..1]
Encounter.xpt,instanceType,Instance Type,String,[1]
Encounter.xpt,environmentalSetting,Environmental Setting [Any Exists],Boolean,Code[0..*]
Encounter.xpt,contactModes,Contact Mode [Any Exists],Boolean,Code[0..*]
Encounter.xpt,type,Clinical Encounter Type [Exists],Boolean,Code[1]
Encounter.xpt,type.id,Clinical Encounter Type / (Code Id),String,Code[1].id[1]
Encounter.xpt,type.code,Clinical Encounter Type / Code Value,String,Code[1].code[1]
Encounter.xpt,type.codeSystem,Clinical Encounter Type / Code System Name,String,Code[1].codeSystem[1]
Encounter.xpt,type.codeSystemVersion,Clinical Encounter Type / Code System Version,String,Code[1].codeSystemVersion[1]
Encounter.xpt,type.decode,Clinical Encounter Type / Decode,String,Code[1].decode[1]
Encounter.xpt,scheduledAtId,(Encounter Scheduled At) [Identifier],String,Timing[0..1].id[1]
Encounter.xpt,previousId,(Encounter Previous) [Identifier],String,Encounter[0..1].id[1]
Encounter.xpt,nextId,(Encounter Next) [Identifier],String,Encounter[0..1].id[1]
