path,attribute,value
/Activity/0,bcCategoryIds,Not in dataset
/Activity/0,bcSurrogateIds,False
/Activity/0,biomedicalConceptIds,Not in dataset
/Activity/0,childIds,Not in dataset
/Activity/0,definedProcedures,False
/Activity/0,id,Activity_480
/Activity/0,name,A480
/Activity/0,parent_entity,InterventionalStudyDesign
/Activity/0,parent_id,InterventionalStudyDesign_1
/Activity/0,parent_rel,activities
/Activity/0,timelineId,Not in dataset
/Activity/1,bcCategoryIds,Not in dataset
/Activity/1,bcSurrogateIds,
/Activity/1,biomedicalConceptIds,Not in dataset
/Activity/1,childIds,Not in dataset
/Activity/1,definedProcedures,False
/Activity/1,id,Activity_496
/Activity/1,name,A496
/Activity/1,parent_entity,InterventionalStudyDesign
/Activity/1,parent_id,InterventionalStudyDesign_1
/Activity/1,parent_rel,activities
/Activity/1,timelineId,Not in dataset
/Activity/2,bcCategoryIds,Not in dataset
/Activity/2,bcSurrogateIds,False
/Activity/2,biomedicalConceptIds,Not in dataset
/Activity/2,childIds,Not in dataset
/Activity/2,definedProcedures,
/Activity/2,id,Activity_736
/Activity/2,name,A736
/Activity/2,parent_entity,InterventionalStudyDesign
/Activity/2,parent_id,InterventionalStudyDesign_1
/Activity/2,parent_rel,activities
/Activity/2,timelineId,Not in dataset
/Activity/3,bcCategoryIds,Not in dataset
/Activity/3,bcSurrogateIds,
/Activity/3,biomedicalConceptIds,Not in dataset
/Activity/3,childIds,Not in dataset
/Activity/3,definedProcedures,
/Activity/3,id,Activity_752
/Activity/3,name,A752
/Activity/3,parent_entity,InterventionalStudyDesign
/Activity/3,parent_id,InterventionalStudyDesign_1
/Activity/3,parent_rel,activities
/Activity/3,timelineId,Not in dataset
