Dataset,Record,Variable,Value
AG,1,AGOCCUR,Y
AG,1,AGPRESP,
AG,1,AGSTAT,
AG,2,AGOCCUR,N
AG,2,AGPRESP,
AG,2,AGSTAT,
AG,3,AGOCCUR,Y
AG,3,AGPRESP,
AG,3,AGSTAT,NOT DONE
BE,1,BEOCCUR,Y
BE,1,BEPRESP,
BE,1,BESTAT,
BE,2,BEOCCUR,N
BE,2,BEPRESP,
BE,2,BESTAT,
BE,3,BEOCCUR,Y
BE,3,BEPRESP,
BE,3,BESTAT,NOT DONE
BE,4,BEOCCUR,N
BE,4,BEPRESP,
BE,4,BESTAT,
CE,1,CEOCCUR,Y
CE,1,CEPRESP,
CE,1,CESTAT,
CE,2,CEOCCUR,N
CE,2,CEPRESP,
CE,2,CESTAT,
CE,3,CEOCCUR,Y
CE,3,CEPRESP,
CE,3,CESTAT,NOT DONE
CE,4,CEOCCUR,N
CE,4,CEPRESP,
CE,4,CESTAT,
CM,1,CMOCCUR,Y
CM,1,CMPRESP,
CM,1,CMSTAT,
CM,2,CMOCCUR,N
CM,2,CMPRESP,
CM,2,CMSTAT,
CM,3,CMOCCUR,Y
CM,3,CMPRESP,
CM,3,CMSTAT,NOT DONE
EC,1,ECOCCUR,Y
EC,1,ECPRESP,
EC,1,ECSTAT,Not in dataset
EC,2,ECOCCUR,N
EC,2,ECPRESP,
EC,2,ECSTAT,Not in dataset
EC,3,ECOCCUR,Y
EC,3,ECPRESP,
EC,3,ECSTAT,Not in dataset
HO,1,HOOCCUR,Y
HO,1,HOPRESP,
HO,1,HOSTAT,
HO,2,HOOCCUR,N
HO,2,HOPRESP,
HO,2,HOSTAT,
HO,3,HOOCCUR,Y
HO,3,HOPRESP,
HO,3,HOSTAT,NOT DONE
HO,4,HOOCCUR,N
HO,4,HOPRESP,
HO,4,HOSTAT,
MH,1,MHOCCUR,Y
MH,1,MHPRESP,
MH,1,MHSTAT,
MH,2,MHOCCUR,N
MH,2,MHPRESP,
MH,2,MHSTAT,NOT DONE
MH,3,MHOCCUR,Y
MH,3,MHPRESP,
MH,3,MHSTAT,NOT DONE
MH,4,MHOCCUR,N
MH,4,MHPRESP,
MH,4,MHSTAT,
ML,1,MLOCCUR,Y
ML,1,MLPRESP,
ML,1,MLSTAT,
ML,2,MLOCCUR,N
ML,2,MLPRESP,
ML,2,MLSTAT,
ML,3,MLOCCUR,Y
ML,3,MLPRESP,
ML,3,MLSTAT,NOT DONE
PR,1,PROCCUR,Y
PR,1,PRPRESP,
PR,1,PRSTAT,
PR,2,PROCCUR,N
PR,2,PRPRESP,
PR,2,PRSTAT,NOT DONE
PR,3,PROCCUR,Y
PR,3,PRPRESP,
PR,3,PRSTAT,
SU,1,SUOCCUR,Y
SU,1,SUPRESP,
SU,1,SUSTAT,
SU,2,SUOCCUR,N
SU,2,SUPRESP,
SU,2,SUSTAT,NOT DONE
SU,3,SUOCCUR,Y
SU,3,SUPRESP,
SU,3,SUSTAT,
