Dataset,Record,Variable,Value
APSU,,APID,Not in dataset
APSU,,POOLID,Not in dataset
APSU,,SPDEVID,Not in dataset
APSU,,SPTOBID,Not in dataset
APSU,,STOCONID,Not in dataset
APSU,,USUBJID,Not in dataset
LB,,APID,Not in dataset
LB,,POOLID,Not in dataset
LB,,SPDEVID,Not in dataset
LB,,SPTOBID,Not in dataset
LB,,STOCONID,Not in dataset
LB,,USUBJID,Not in dataset
MH,,APID,Not in dataset
MH,,POOLID,Not in dataset
MH,,SPDEVID,Not in dataset
MH,,SPTOBID,Not in dataset
MH,,STOCONID,Not in dataset
MH,,USUBJID,Not in dataset
RE,,APID,Not in dataset
RE,,POOLID,Not in dataset
RE,,SPDEVID,Not in dataset
RE,,SPTOBID,Not in dataset
RE,,STOCONID,Not in dataset
RE,,USUBJID,Not in dataset
SU,,APID,Not in dataset
SU,,POOLID,Not in dataset
SU,,SPDEVID,Not in dataset
SU,,SPTOBID,Not in dataset
SU,,STOCONID,Not in dataset
SU,,USUBJID,Not in dataset
