dataset,variable,label,type,length
se,STUDYID,Study Identifier,Char,12
se,DOMAIN,Domain Abbreviation,Char,2
se,USUBJID,Unique Subject Identifier,Char,8
se,SESEQ,Sequence Number,Num,8
se,ETCD,Element Code,Char,7
se,ELEMENT,Description of Element,Char,26
se,EPOCH,Epoch,Char,9
se,SESTDTC,Start Date/Time of Element,Char,10
se,SEENDTC,End Date/Time of Element,Char,10
se,SESTDY,Study Day of Start of Element,Num,8
se,SEENDY,Study Day of End of Element,Num,8
ds,STUDYID,Study Identifier,Char,12
ds,DOMAIN,Domain Abbreviation,Char,2
ds,USUBJID,Unique Subject Identifier,Char,20
ds,DSSEQ,Sequence Number,Num,8
ds,DSTERM,Reported Term for the Disposition Event,Char,200
ds,DSDECOD,Standardized Disposition Term,Char,50
ds,DSUSCHFL,Unscheduled Flag,Char,1
ds,DSSTDTC,Start Date/Time of Disposition Event,Char,50
ds,DSNOMDY,Nominal Study Day for Tabulations,Num,8
