path,attribute,value
,parent_entity,StudyDesign
,id,StudyDesignPopulation_1
,parent_rel,population
,name,POP1
,parent_id,StudyDesign_1
,plannedAge.minValue,Not in dataset
,plannedAge.unit.decode,Not in dataset
,plannedAge.maxValue.StudyCohort,Not in dataset
,plannedAge.maxValue,Not in dataset
,plannedAge,Not in dataset
,plannedAge.minValue.StudyCohort,Not in dataset
,plannedAge.unit.decode.StudyCohort,Not in dataset
,plannedAge.StudyCohort,Not in dataset
,name.StudyCohort,Not in dataset
,id.StudyCohort,Not in dataset
,parent_entity,StudyDesign
,id,StudyDesignPopulation_4
,parent_rel,population
,name,POP4
,parent_id,StudyDesign_4
,plannedAge.minValue,Not in dataset
,plannedAge.unit.decode,Not in dataset
,plannedAge.maxValue.StudyCohort,Not in dataset
,plannedAge.maxValue,Not in dataset
,plannedAge,Not in dataset
,plannedAge.minValue.StudyCohort,Not in dataset
,plannedAge.unit.decode.StudyCohort,Not in dataset
,plannedAge.StudyCohort,Not in dataset
,name.StudyCohort,Not in dataset
,id.StudyCohort,Not in dataset
