Dataset,Record,Variable,Value
tx.csv,1,$txparmcd,"['SPGRPCD', 'TCNTRL', 'ARMCDxxx']"
tx.csv,1,SETCD,SET1
tx.csv,2,$txparmcd,"['SPGRPCD', 'TCNTRL', 'ARMCDxxx']"
tx.csv,2,SETCD,SET1
tx.csv,3,$txparmcd,"['SPGRPCD', 'TCNTRL', 'ARMCDxxx']"
tx.csv,3,SETCD,SET1
tx.csv,4,$txparmcd,"['SPGRPCD', 'ARMCDxxx', 'GRPLBL']"
tx.csv,4,SETCD,SET2
tx.csv,5,$txparmcd,"['SPGRPCD', 'ARMCDxxx', 'GRPLBL']"
tx.csv,5,SETCD,SET2
tx.csv,6,$txparmcd,"['SPGRPCD', 'ARMCDxxx', 'GRPLBL']"
tx.csv,6,SETCD,SET2
tx.csv,7,$txparmcd,"['SPGRPCD', 'ARMCDxxx', 'GRPLBL']"
tx.csv,7,SETCD,SET2
