path,attribute,value
/Masking/0,parent_entity,StudyDesign
/Masking/0,parent_id,StudyDesign_1
/Masking/0,parent_rel,maskingRoles
/Masking/0,id,Masking_1
/Masking/0,description,This is the care provider masking description
/Masking/0,$codelist_code,C207414
/Masking/0,$codelist_extensible,
/Masking/0,role.code,C17445
/Masking/0,$code_for_decode_value,
/Masking/0,$code_for_decode_pref_term,
/Masking/0,role.codeSystem,http://www.cdisc.org
/Masking/0,role.codeSystemVersion,2023-12-15
/Masking/0,role.decode,Care Provider
/Masking/0,$value_for_code,
/Masking/0,$pref_term_for_code,
/Masking/1,parent_entity,StudyDesign
/Masking/1,parent_id,StudyDesign_1
/Masking/1,parent_rel,maskingRoles
/Masking/1,id,Masking_2
/Masking/1,description,This is the investigator masking description
/Masking/1,$codelist_code,C207414
/Masking/1,$codelist_extensible,True
/Masking/1,role.code,C25936
/Masking/1,$code_for_decode_value,C70793
/Masking/1,$code_for_decode_pref_term,
/Masking/1,role.codeSystem,http://www.cdisc.org
/Masking/1,role.codeSystemVersion,2024-09-27
/Masking/1,role.decode,Sponsor
/Masking/1,$value_for_code,Investigator
/Masking/1,$pref_term_for_code,Investigator
/Masking/2,parent_entity,StudyDesign
/Masking/2,parent_id,StudyDesign_1
/Masking/2,parent_rel,maskingRoles
/Masking/2,id,Masking_3
/Masking/2,description,This is the outcomes assessor masking description
/Masking/2,$codelist_code,C207414
/Masking/2,$codelist_extensible,True
/Masking/2,role.code,C207599
/Masking/2,$code_for_decode_value,
/Masking/2,$code_for_decode_pref_term,
/Masking/2,role.codeSystem,http://www.cdisc.org
/Masking/2,role.codeSystemVersion,2024-09-27
/Masking/2,role.decode,Outcome Assessor
/Masking/2,$value_for_code,Outcomes Assessor
/Masking/2,$pref_term_for_code,Outcomes Assessor
/Masking/3,parent_entity,StudyDesign
/Masking/3,parent_id,StudyDesign_1
/Masking/3,parent_rel,maskingRoles
/Masking/3,id,Masking_4
/Masking/3,description,This is the sponsor masking description
/Masking/3,$codelist_code,C207414
/Masking/3,$codelist_extensible,True
/Masking/3,role.code,C70793xx
/Masking/3,$code_for_decode_value,C70793
/Masking/3,$code_for_decode_pref_term,
/Masking/3,role.codeSystem,http://www.cdisc.org
/Masking/3,role.codeSystemVersion,2024-09-27
/Masking/3,role.decode,Sponsor
/Masking/3,$value_for_code,
/Masking/3,$pref_term_for_code,
/Masking/4,parent_entity,StudyDesign
/Masking/4,parent_id,StudyDesign_1
/Masking/4,parent_rel,maskingRoles
/Masking/4,id,Masking_5
/Masking/4,description,This is the study subject masking description
/Masking/4,$codelist_code,C207414
/Masking/4,$codelist_extensible,True
/Masking/4,role.code,C41189
/Masking/4,$code_for_decode_value,C41189
/Masking/4,$code_for_decode_pref_term,C41189
/Masking/4,role.codeSystem,http://www.cdisc.org/DDF
/Masking/4,role.codeSystemVersion,2024-09-27
/Masking/4,role.decode,Study Subject
/Masking/4,$value_for_code,Study Subject
/Masking/4,$pref_term_for_code,Study Subject
/Masking/5,parent_entity,StudyDesign
/Masking/5,parent_id,StudyDesign_1
/Masking/5,parent_rel,maskingRoles
/Masking/5,id,Masking_6
/Masking/5,description,This is the extensibility tester masking description
/Masking/5,$codelist_code,C207414
/Masking/5,$codelist_extensible,
/Masking/5,role.code,C0014X
/Masking/5,$code_for_decode_value,
/Masking/5,$code_for_decode_pref_term,
/Masking/5,role.codeSystem,http://www.cdisc.org
/Masking/5,role.codeSystemVersion,27/9/2024
/Masking/5,role.decode,Extensibility Tester
/Masking/5,$value_for_code,
/Masking/5,$pref_term_for_code,
/Masking/6,parent_entity,StudyDesign
/Masking/6,parent_id,StudyDesign_1
/Masking/6,parent_rel,maskingRoles
/Masking/6,id,Masking_7
/Masking/6,description,This is the care provider masking description
/Masking/6,$codelist_code,C207414
/Masking/6,$codelist_extensible,
/Masking/6,role.code,C17445
/Masking/6,$code_for_decode_value,
/Masking/6,$code_for_decode_pref_term,
/Masking/6,role.codeSystem,http://www.cdisc.org
/Masking/6,role.codeSystemVersion,2025-09-26
/Masking/6,role.decode,Caregiver
/Masking/6,$value_for_code,
/Masking/6,$pref_term_for_code,
