path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001003\negative\01\results\unit-test-coreid-DDF00221-negative-1.json,name,Study Design 1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001003\negative\01\results\unit-test-coreid-DDF00221-negative-1.json,therapeuticAreas,[Code_679: Neurology (NEUR); Code_680: Therapeutic Area 3 (NEUR)]
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001003\negative\01\results\unit-test-coreid-DDF00221-negative-1.json,therapeuticAreas.codeSystem,TA-TERMS
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001003\negative\01\results\unit-test-coreid-DDF00221-negative-1.json,therapeuticAreas.codeSystemVersion,12
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001003\negative\01\results\unit-test-coreid-DDF00221-negative-1.json,name,Study Design 2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001003\negative\01\results\unit-test-coreid-DDF00221-negative-1.json,therapeuticAreas,[Code_684: Mild to Moderate Alzheimer's Disease (MILD_MOD_ALZ); Code_685: Alzheimer's disease (MILD_MOD_ALZ); Code_686: Neurology (MILD_MOD_ALZ)]
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001003\negative\01\results\unit-test-coreid-DDF00221-negative-1.json,therapeuticAreas.codeSystem,SPONSOR
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001003\negative\01\results\unit-test-coreid-DDF00221-negative-1.json,therapeuticAreas.codeSystemVersion,12
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001003\negative\01\results\unit-test-coreid-DDF00221-negative-1.json,name,Study Design 3
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001003\negative\01\results\unit-test-coreid-DDF00221-negative-1.json,therapeuticAreas,[Code_854: Mild to Moderate Alzheimer's Disease (MILD_MOD_ALZ); Code_855: Alzheimer's disease (MILD_MOD_ALZ)]
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001003\negative\01\results\unit-test-coreid-DDF00221-negative-1.json,therapeuticAreas.codeSystem,SPONSOR
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001003\negative\01\results\unit-test-coreid-DDF00221-negative-1.json,therapeuticAreas.codeSystemVersion,12
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001003\negative\01\results\unit-test-coreid-DDF00221-negative-1.json,name,Study Design 3
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001003\negative\01\results\unit-test-coreid-DDF00221-negative-1.json,therapeuticAreas,[Code_856: Neurology (NEUR); Code_857: Therapeutic Area 3 (NEUR)]
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001003\negative\01\results\unit-test-coreid-DDF00221-negative-1.json,therapeuticAreas.codeSystem,TA-TERMS
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001003\negative\01\results\unit-test-coreid-DDF00221-negative-1.json,therapeuticAreas.codeSystemVersion,12
