dataset,variable,label,type,length
se.xpt,STUDYID,Study Identifier,Char,12
se.xpt,DOMAIN,Domain Abbreviation,Char,2
se.xpt,USUBJID,Unique Subject Identifier,Char,8
se.xpt,SESEQ,Sequence Number,Num,8
se.xpt,ETCD,Element Code,Char,7
se.xpt,ELEMENT,Description of Element,Char,26
se.xpt,EPOCH,Epoch,Char,9
se.xpt,SESTDTC,Start Date/Time of Element,Char,10
se.xpt,SEENDTC,End Date/Time of Element,Char,10
se.xpt,SESTDY,Study Day of Start of Element,Num,8
se.xpt,SEENDY,Study Day of End of Element,Num,8
ta.xpt,STUDYID,Study Identifier,Char,12
ta.xpt,DOMAIN,Domain Abbreviation,Char,2
ta.xpt,ARMCD,Planned Arm Code,Char,8
ta.xpt,ARM,Description of Planned Arm,Char,28
ta.xpt,TAETORD,Planned Order of Element within Arm,Num,8
ta.xpt,ETCD,Element Code,Char,7
ta.xpt,ELEMENT,Description of Element,Char,26
ta.xpt,TABRANCH,Branch,Char,200
ta.xpt,TATRANS,Transition Rule,Char,200
ta.xpt,EPOCH,Epoch,Char,9
te.xpt,STUDYID,Study Identifier,Char,12
te.xpt,DOMAIN,Domain Abbreviation,Char,2
te.xpt,ETCD,Element Code,Char,7
te.xpt,ELEMENT,Description of Element,Char,26
te.xpt,TESTRL,Rule for Start of Element,Char,200
te.xpt,TEENRL,Rule for End of Element,Char,200
