dataset,variable,label,type,length
adsl,STUDYID,Study Identifier,Char,50
adsl,USUBJID,Unique Subject Identifier,Char,50
adsl,SUBJID,Subject Identifier for the Study,Char,50
adsl,FASFL,Full Analysis Set Population Flag,Char,50
adsl,SAFFL,Safety Population Flag,Char,50
adsl,ITTFL,Intent-To-Treat Population Flag,Char,50
adsl,PPROTFL,Per-Protocol Population Flag,Char,50
adsl,COMPLFL,Completers Population Flag,Char,50
adsl,RANDFL,Randomized Population Flag,Char,50
adsl,ENRLFL,Enrolled Population Flag,Char,50
adsl,ENRLFN,Enrolled Population Flag (N),Num,50
adsl,AGE,Age,Num,8
adsl,AGEU,Age Units,Char,50
adsl,SEX,Sex,Char,50
adsl,TRT01PN,Planned Treatment for Period 01 (N),Num,8
adsl,TRT01A,Actual Treatment for Period 01 ,Char,50
adsl,TRT01AN,Actual Treatment for Period 01 (N),Num,8
adsl,TRTSEQP,Planned Sequence of Treatments,Char,50
adsl,TRTSEQA,Actual Sequence of Treatments,Char,50
adsl,TRTSEQAN,Actual Sequence of Treatments (N),Num,8
adsl,TR01AG1,Actual Pooled Treatment 1 for Period 01,Char,50
adsl,TR01AG1N,Actual Pooled Trt 1 for Period 01 (N),Num,8
advs,USUBJID,Unique Subject Identifier,Char,50
advs,SUBJID,Subject Identifier for the Study,Char,50
advs,AVISIT,Analysis Visit,Char,50
advs,ADY,Analysis Relative Day,Num,8
advs,PARAM,Parameter,Char,50
advs,BASE,Baseline Value,Num,8
advs,CHG,Change from Baseline,Num,8
advs,AVAL,Analysis Value,Num,8
advs,DTYPE,Derivation Type,Char,50
advs,ANL01FL,Analysis Flag 01,Char,50
advs,ANL01FN,Analysis Flag 01,Num,8
advs,CRIT1,Analysis Criterion y,Char,50
advs,CRIT1FL,Criterion y Evaluation Result Flag,Char,50
advs,ADT,Analysis Date,Num,8
advs,TRT01A,Actual Treatment for Period 01 ,Char,50
advs,TRT01AN,Actual Treatment for Period 01 (N),Num,8
