path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001029\negative\01\results\unit-test-coreid-DDF00251-negative-1.json,Invalid indicationIds,Indication_xx
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001029\negative\01\results\unit-test-coreid-DDF00251-negative-1.json,StudyDesign.id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001029\negative\01\results\unit-test-coreid-DDF00251-negative-1.json,StudyDesign.indications.id,"['Indication_1', 'Indication_2']"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001029\negative\01\results\unit-test-coreid-DDF00251-negative-1.json,StudyDesign.name,Study Design 1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001029\negative\01\results\unit-test-coreid-DDF00251-negative-1.json,StudyDesignPopulation.id,StudyDesignPopulation_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001029\negative\01\results\unit-test-coreid-DDF00251-negative-1.json,StudyDesignPopulation.name,POP1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001029\negative\01\results\unit-test-coreid-DDF00251-negative-1.json,name,COHORT1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001029\negative\01\results\unit-test-coreid-DDF00251-negative-1.json,Invalid indicationIds,Indication_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001029\negative\01\results\unit-test-coreid-DDF00251-negative-1.json,StudyDesign.id,InterventionalStudyDesign_2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001029\negative\01\results\unit-test-coreid-DDF00251-negative-1.json,StudyDesign.indications.id,"['Indication_11', 'Indication_12']"
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001029\negative\01\results\unit-test-coreid-DDF00251-negative-1.json,StudyDesign.name,Study Design 2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001029\negative\01\results\unit-test-coreid-DDF00251-negative-1.json,StudyDesignPopulation.id,StudyDesignPopulation_2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001029\negative\01\results\unit-test-coreid-DDF00251-negative-1.json,StudyDesignPopulation.name,POP2
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001029\negative\01\results\unit-test-coreid-DDF00251-negative-1.json,name,COHORT3
