dataset,variable,label,type,length
dm.xpt,STUDYID,Study Identifier,Char,50
dm.xpt,DOMAIN,Domain Abbreviation,Char,50
dm.xpt,USUBJID,Unique Subject Identifier,Char,50
dm.xpt,SUBJID,Subject Identifier for the Study,Char,50
dm.xpt,RFSTDTC,Subject Reference Start Date/Time,Char,50
dm.xpt,RFENDTC,Subject Reference End Date/Time,Char,50
dm.xpt,RFXSTDTC,Date/Time of First Study Treatment,Char,50
dm.xpt,RFXENDTC,Date/Time of Last Study Treatment,Char,50
dm.xpt,RFICDTC,Date/Time of Informed Consent,Char,50
dm.xpt,RFPENDTC,Date/Time of End of Participation,Char,50
dm.xpt,DTHDTC,Date/Time of Death,Char,50
dm.xpt,DTHFL,Subject Death Flag,Char,50
dm.xpt,SITEID,Study Site Identifier,Char,50
dm.xpt,BRTHDTC,Date/Time of Birth,Char,50
dm.xpt,AGE,Age,Num,8
dm.xpt,AGEU,Age Units,Char,50
dm.xpt,SEX,Sex,Char,50
dm.xpt,RACE,Race,Char,50
dm.xpt,ETHNIC,Ethnicity,Char,50
dm.xpt,ARMCD,Planned Arm Code,Char,50
dm.xpt,ARM,Description of Planned Arm,Char,50
dm.xpt,ACTARMCD,Actual Arm Code,Char,50
dm.xpt,ACTARM,Description of Actual Arm,Char,50
dm.xpt,ARMNRS,Reason Arm and/or Actual Arm is Null,Char,50
dm.xpt,ACTARMUD,Description of Unplanned Actual Arm,Char,50
dm.xpt,COUNTRY,Country,Char,50
ex.xpt,STUDYID,50,Char,Study Identifier
ex.xpt,DOMAIN,50,Char,Domain Abbreviation
ex.xpt,USUBJID,50,Char,Unique Subject Identifier
ex.xpt,SPDEVID,200,Char,Sponsor Device Identifier
ex.xpt,EXSEQ,8,Num,Sequence Number
ex.xpt,EXTRT,50,Char,Name of Treatment
ex.xpt,EXDOSE,8,Num,Dose
ex.xpt,EXDOSU,50,Char,Dose Units
ex.xpt,EXDOSFRM,50,Char,Dose Form
ex.xpt,EXDOSFRQ,50,Char,Dosing Frequency per Interval
ex.xpt,EXROUTE,50,Char,Route of Administration
ex.xpt,EXLOT,50,Char,Lot Number
ex.xpt,EPOCH,50,Char,Epoch
ex.xpt,EXSTDTC,50,Char,Start Date/Time of Treatment
ex.xpt,EXENDTC,50,Char,End Date/Time of Treatment
ex.xpt,EXSTDY,8,Num,Study Day of Start of Treatment
ex.xpt,EXENDY,8,Num,Study Day of End of Treatment
