Dataset,Record,Variable,Value
SUPPEC,1,IDVAR,
SUPPEC,1,IDVARVAL,122
SUPPEC,1,QNAM,ECREASOC
SUPPEC,1,RDOMAIN,EC
SUPPEC,2,IDVAR,
SUPPEC,2,IDVARVAL,123
SUPPEC,2,QNAM,ECREASOC
SUPPEC,2,RDOMAIN,EC
SUPPEC,3,IDVAR,
SUPPEC,3,IDVARVAL,124
SUPPEC,3,QNAM,ECREASOC
SUPPEC,3,RDOMAIN,EC
SUPPEC,4,IDVAR,
SUPPEC,4,IDVARVAL,125
SUPPEC,4,QNAM,ECREASOC
SUPPEC,4,RDOMAIN,EC
SUPPEC,5,IDVAR,
SUPPEC,5,IDVARVAL,126
SUPPEC,5,QNAM,ECREASOC
SUPPEC,5,RDOMAIN,EC
SUPPEC,6,IDVAR,
SUPPEC,6,IDVARVAL,127
SUPPEC,6,QNAM,ECREASOC
SUPPEC,6,RDOMAIN,EC
SUPPEC,7,IDVAR,
SUPPEC,7,IDVARVAL,128
SUPPEC,7,QNAM,ECREASOC
SUPPEC,7,RDOMAIN,EC
