Dataset,Record,Variable,Value
IN,1,IGDCMPID,Cocoa Extract
IN,1,INGRADE,
IN,1,INPURITY,
IN,1,SPTOBID,CIG01A
IN,1,TPMF,
IN,2,IGDCMPID,Butyric Acid
IN,2,INGRADE,
IN,2,INPURITY,
IN,2,SPTOBID,CIG01A
IN,2,TPMF,
IN,3,IGDCMPID,Cellulose Filter A
IN,3,INGRADE,
IN,3,INPURITY,
IN,3,SPTOBID,CIG01A
IN,3,TPMF,
IN,4,IGDCMPID,Cellulose Acetate
IN,4,INGRADE,
IN,4,INPURITY,
IN,4,SPTOBID,CIG01A
IN,4,TPMF,
IN,5,IGDCMPID,Triacetin
IN,5,INGRADE,
IN,5,INPURITY,
IN,5,SPTOBID,CIG03A
IN,5,TPMF,
IN,6,IGDCMPID,FSC Paper B
IN,6,INGRADE,
IN,6,INPURITY,
IN,6,SPTOBID,CIG04A
IN,6,TPMF,
