dataset,variable,label,type,length
ta.xpt,STUDYID,Study Identifier,Char,12
ta.xpt,DOMAIN,Domain Abbreviation,Char,2
ta.xpt,ARMCD,Planned Arm Code,Char,8
ta.xpt,ARM,Description of Planned Arm,Char,28
ta.xpt,TAETORD,Planned Order of Element within Arm,Num,8
ta.xpt,ETCD,Element Code,Char,7
ta.xpt,ELEMENT,Description of Element,Char,26
ta.xpt,TABRANCH,Branch,Char,200
ta.xpt,TATRANS,Transition Rule,Char,200
ta.xpt,EPOCH,Epoch,Char,9
dm.xpt,STUDYID,Study Identifier,Char,50
dm.xpt,DOMAIN,Domain Abbreviation,Char,50
dm.xpt,USUBJID,Unique Subject Identifier,Char,50
dm.xpt,SUBJID,Subject Identifier for the Study,Char,50
dm.xpt,RFSTDTC,Subject Reference Start Date/Time,Char,50
dm.xpt,RFENDTC,Subject Reference End Date/Time,Char,50
dm.xpt,RFXSTDTC,Date/Time of First Study Treatment,Char,50
dm.xpt,RFXENDTC,Date/Time of Last Study Treatment,Char,50
dm.xpt,RFICDTC,Date/Time of Informed Consent,Char,50
dm.xpt,RFPENDTC,Date/Time of End of Participation,Char,50
dm.xpt,DTHDTC,Date/Time of Death,Char,50
dm.xpt,DTHFL,Subject Death Flag,Char,50
dm.xpt,SITEID,Study Site Identifier,Char,50
dm.xpt,BRTHDTC,Date/Time of Birth,Char,50
dm.xpt,AGE,Age,Num,8
dm.xpt,AGEU,Age Units,Char,50
dm.xpt,SEX,Sex,Char,50
dm.xpt,RACE,Race,Char,50
dm.xpt,ETHNIC,Ethnicity,Char,50
dm.xpt,ARMCD,Planned Arm Code,Char,50
dm.xpt,ARM,Description of Planned Arm,Char,50
dm.xpt,ACTARMCD,Actual Arm Code,Char,50
dm.xpt,ACTARM,Description of Actual Arm,Char,50
dm.xpt,ARMNRS,Reason Arm and/or Actual Arm is Null,Char,50
dm.xpt,ACTARMUD,Description of Unplanned Actual Arm,Char,50
dm.xpt,COUNTRY,Country,Char,50
